r_ID,Status_Description,MCAT,GPA_Science,GPA_Overall,CASPer,Gender,Ethnicity
413,Reject Before Interview,506,3.26,3.53,0.28,Female,Hispanic
414,Reject Before Interview,510,3.07,3.38,0.22,Male,Asian
415,Reject Before Interview,514,3.24,3.58,0.52,Male,White/Caucasian
416,Reject Incomplete,516,3.77,3.84,,Female,Asian
417,Reject Before Interview,489,3.27,3.49,-0.27,Male,Multiple
418,Reject Before Interview,511,3.42,3.47,1.73,Male,Asian
419,Reject After Interview,512,3.63,3.8,-0.75,Male,Asian
420,Reject Incomplete,518,4,3.97,,Male,Asian
421,Reject Incomplete,487,3.24,3.45,,Male,Hispanic
422,Reject Incomplete,497,3.55,3.77,-2.23,Female,African American
423,Withdrawal Before Interview,510,4,3.95,0.27,Male,Asian
424,Reject After Interview,508,3.44,3.48,-0.89,Female,White/Caucasian
425,Matriculated,507,3.6,3.7,-0.88,Female,Asian
426,Reject Before Interview,506,3.53,3.68,-0.16,Female,Asian
427,Reject Before Interview,504,3.67,3.82,0.44,Male,White/Caucasian
428,Reject Before Interview,515,4,4,0.44,Female,Asian
429,Prelim Reject,510,3.68,3.87,0.58,Male,International
430,Reject Before Interview,513,3.79,3.85,0.64,Male,Asian
431,Withdrawn Through Match,524,3.82,3.89,-0.28,Male,Asian
432,Reject Incomplete,503,3.91,3.94,-0.91,Female,Asian
433,Reject Before Interview,508,3.09,3.23,-1.02,Male,Asian
434,Reject Before Interview,501,2.68,2.95,0.19,Female,African American
435,Reject Before Interview,510,3.86,3.88,1.93,Male,Asian
436,Reject Before Interview,508,3.41,3.51,0.21,Female,Hispanic
437,Reject Before Interview,495,3.73,3.81,0.27,Female,Hispanic
438,Reject Before Interview,486,3.85,3.9,-1.75,Female,Asian
439,Reject Before Interview,508,2.79,3.3,-0.15,Female,African American
440,Reject Incomplete,,3.33,3.65,1.11,Female,White/Caucasian
441,Reject Before Interview,504,3.15,3.4,-1.49,Female,African American
442,Reject Before Interview,506,3.59,3.68,-0.38,Female,White/Caucasian
443,Reject Before Interview,505,3.08,3.3,,Female,White/Caucasian
444,Withdrawn Through Match,516,4,4,-0.19,Male,White/Caucasian
445,Reject Before Interview,502,3.61,3.7,-0.67,Female,Asian
446,Reject Before Interview,517,3.39,3.52,-0.28,Female,Asian
447,Reject Before Interview,512,3.68,3.66,0.17,Male,Asian
448,Matriculated,503,3.68,3.35,-0.88,Male,White/Caucasian
449,Withdrawal Before Interview,517,4,4,1.74,Male,Asian
450,Reject After Interview,510,3.52,3.57,0.17,Female,White/Caucasian
451,Reject After Interview,512,3.58,3.76,-1.11,Male,White/Caucasian
452,Reject After Interview,523,3.84,3.9,0.2,Female,Unreported
453,Reject After Interview,513,4,4,-1.8,Male,White/Caucasian
454,Reject Before Interview,506,4,3.96,-0.02,Male,Asian
455,Reject After Interview,517,3.98,3.95,-0.67,Male,White/Caucasian
456,Reject Incomplete,518,3.77,3.86,,Female,White/Caucasian
457,Withdrawn Through Match,510,3.63,3.81,0.53,Female,Hispanic
458,Reject Incomplete,519,3.66,3.77,0.89,Female,Hispanic
459,Withdrawal Before Interview,511,3.61,3.78,,Female,African American
460,Withdrawal Before Interview,517,3.92,3.92,0.53,Female,White/Caucasian
461,Reject Incomplete,507,4,4,-0.57,Female,White/Caucasian
462,Withdrawal Before Interview,,3.19,3.33,,Male,White/Caucasian
463,Reject Before Interview,499,2.61,2.59,-1.35,Male,African American
464,Reject Incomplete,487,3.64,3.5,0.38,Female,White/Caucasian
465,Reject Incomplete,,3.93,3.93,1.04,Female,White/Caucasian
466,Reject Incomplete,490,2.87,3.04,-0.23,Female,White/Caucasian
467,Withdrawn Through Match,515,3.88,3.88,0.69,Male,Asian
468,Reject Incomplete,500,3.44,3.68,,Female,White/Caucasian
469,Reject Before Interview,494,2.76,2.84,-0.78,Male,Hispanic
470,Withdrawal Before Interview,510,3.84,3.87,1.88,Female,White/Caucasian
471,Reject Before Interview,509,3.68,3.83,0.27,Male,Asian
472,Reject Incomplete,500,2.36,2.71,-0.13,Female,Asian
473,Reject Incomplete,513,3.27,3.5,-0.64,Female,Asian
474,Reject Before Interview,511,3.79,3.85,0.3,Male,Asian
475,Reject Before Interview,509,3.89,3.91,-1.32,Male,Asian
476,Reject Before Interview,486,3.05,3.29,0.02,Female,Hispanic
477,Reject Before Interview,514,3.64,3.77,-0.59,Female,Asian
478,Reject Incomplete,489,3.25,3.52,-0.82,Female,Hispanic
479,Withdrawn After Acceptance,506,4,4,-0.11,Female,Hispanic
480,Reject Before Interview,500,3.25,3.34,-2.54,Male,White/Caucasian
481,Reject Incomplete,515,3.34,3.53,0.08,Male,African American
482,Reject Before Interview,501,3.11,3.5,-0.35,Male,White/Caucasian
483,Reject Before Interview,514,3.96,3.97,0.39,Female,Hispanic
484,Reject Incomplete,500,3.75,3.87,-0.95,Male,Hispanic
485,Reject Before Interview,505,3.55,3.59,-0.04,Male,Hispanic
486,Reject Before Interview,510,3.12,3.27,-0.57,Female,African American
487,Reject Before Interview,514,3.45,3.55,0.28,Male,Asian
488,Reject Before Interview,510,3.78,3.88,0.12,Female,Asian
489,Reject Before Interview,502,2.92,3.37,,Female,White/Caucasian
490,Reject Before Interview,508,3.38,3.49,-0.72,Male,Hispanic
491,Matriculated,508,3.58,3.79,-1.07,Male,Multiple
492,Reject Before Interview,505,3.63,3.79,0.05,Male,White/Caucasian
493,Reject Before Interview,504,3.16,3.23,-0.71,Female,Hispanic
494,Reject Before Interview,517,3.77,3.79,0.09,Female,Asian
495,Reject Before Interview,508,3.7,3.77,-0.82,Male,White/Caucasian
496,Withdrawal Before Interview,516,4,4,0.54,Male,White/Caucasian
497,Reject Before Interview,510,3.77,3.86,-0.19,Female,Unreported
498,Reject Before Interview,514,2.72,2.97,0.34,Female,Hispanic
499,Withdrawal Before Interview,,3.93,3.95,,Female,Asian
500,Reject Before Interview,511,3.66,3.65,0.67,Male,Unreported
501,Reject Incomplete,,3.8,3.87,-0.98,Male,White/Caucasian
502,Reject Before Interview,511,3.68,3.76,0.75,Female,Asian
503,Reject Before Interview,523,3.61,3.71,0.19,Male,White/Caucasian
504,Reject Before Interview,515,3.14,3.42,-0.35,Male,Multiple
505,Reject Incomplete,523,4,4,-0.45,Male,White/Caucasian
506,Reject Before Interview,493,2.86,3.18,-0.66,Male,White/Caucasian
507,Reject Incomplete,500,3.64,3.75,,Male,Asian
508,Reject Incomplete,504,3.03,3.35,-1.27,Female,Asian
509,Reject Before Interview,512,3.22,3.41,1.23,Female,White/Caucasian
510,Reject Incomplete,497,3.24,3.42,,Female,White/Caucasian
511,Reject Before Interview,510,3.55,3.7,-0.38,Male,White/Caucasian
512,Reject After Interview,517,4,4,1.23,Male,White/Caucasian
513,Withdrawn Through Match,510,3.96,3.95,-0.15,Female,African American
514,Reject Before Interview,,3.23,3.36,,Female,White/Caucasian
515,Reject Before Interview,497,2.25,2.65,-0.42,Female,White/Caucasian
516,Reject Before Interview,513,3.84,3.86,0.37,Male,White/Caucasian
517,Reject Before Interview,516,3.35,3.48,-2.01,Male,White/Caucasian
518,Reject Before Interview,495,3.82,3.81,-2.53,Male,African American
519,Waitlist Declined,515,4,4,-0.49,Male,White/Caucasian
520,Matriculated,503,3.68,3.75,-2.25,Female,Hispanic
521,Reject Before Interview,507,3.54,3.78,-0.19,Female,White/Caucasian
522,Reject Before Interview,507,3.91,3.93,-0.95,Male,White/Caucasian
523,Withdrawal After Interview,509,3.92,3.97,1.17,Female,White/Caucasian
524,Reject Before Interview,504,3.26,3.39,-0.07,Female,Multiple
525,Reject Before Interview,495,3.85,3.78,-1.22,Female,Asian
526,Reject Before Interview,493,3.01,3.29,0.68,Female,White/Caucasian
527,Reject Before Interview,488,3.04,3.41,0.12,Female,Hispanic
528,Reject Incomplete,495,2.83,3.19,-0.02,Female,Hispanic
529,Reject Before Interview,504,3.41,3.55,0.58,Female,Hispanic
530,Reject Before Interview,516,3.8,3.82,-0.25,Male,White/Caucasian
531,Withdrawn Through Match,515,3.95,3.94,-0.59,Female,Asian
532,Withdrawn After Acceptance,517,3.83,3.86,1.26,Female,White/Caucasian
533,Withdrawn by School,511,3.84,3.8,,Male,Asian
534,Matriculated,510,3.62,3.76,0.59,Female,Multiple
535,Reject Before Interview,506,3.49,3.58,-1.14,Male,African American
536,Withdrawn Through Match,521,3.96,3.96,1.58,Female,White/Caucasian
537,Reject Incomplete,505,3.12,3.22,-0.56,Female,White/Caucasian
538,Reject Before Interview,497,3.38,3.51,0.26,Female,Asian
539,Reject Before Interview,503,3.94,3.97,0.73,Male,Asian
540,Withdrawal Before Interview,,3.46,3.55,,Male,Hispanic
541,Reject Before Interview,510,3.84,3.89,0.21,Male,White/Caucasian
542,Reject Before Interview,509,3.8,3.84,-0.9,Male,White/Caucasian
543,Withdrawn Through Match,508,3.71,3.75,-0.87,Male,Hispanic
544,Reject After Interview,519,3.4,3.62,1.16,Male,White/Caucasian
545,Reject Incomplete,522,3.79,3.83,,Male,White/Caucasian
546,Reject Incomplete,501,3.08,3.37,-1.57,Male,Hispanic
547,Reject After Interview,514,4,3.98,-1.4,Male,White/Caucasian
548,Reject Before Interview,500,3.4,3.44,1.33,Female,Asian
549,Reject Before Interview,503,3.85,3.85,-1.33,Male,Asian
550,Withdrawn Through Match,505,3.55,3.64,-0.91,Female,African American
551,Reject Before Interview,512,3.25,3.33,-1.66,Male,African American
552,Reject Before Interview,523,3.91,3.95,0.26,Male,Asian
553,Reject Before Interview,486,2.54,3.08,0.08,Female,Multiple
554,Reject Before Interview,495,2.85,3.11,,Female,Black or African American 
555,Reject Before Interview,498,2.95,3.16,0.52,Female,Hispanic
556,Reject Incomplete,,3.31,3.58,,Female,Asian
557,Reject Before Interview,497,3.24,3.25,-0.99,Female,White/Caucasian
558,Reject Incomplete,502,3.76,3.88,0.05,Female,White/Caucasian
559,Reject Before Interview,500,2.85,3.14,-1.8,Female,Hispanic
560,Reject Before Interview,509,3.51,3.63,1.68,Male,White/Caucasian
561,Reject Before Interview,521,3.88,3.95,0.91,Female,Asian
562,Reject Before Interview,509,3.63,3.48,0.12,Male,Multiple
563,Reject Before Interview,512,3.41,3.56,-0.82,Male,White/Caucasian
564,Reject Before Interview,507,3.44,3.69,-1,Male,White/Caucasian
565,Reject Incomplete,,3.43,3.6,,Male,Asian
566,Reject After Interview,511,3.82,3.88,0.08,Male,White/Caucasian
567,Reject Before Interview,501,3.55,3.6,-1.74,Female,Unreported
568,Reject Incomplete,491,3.88,3.83,-2.56,Female,Asian
569,Reject Before Interview,511,3.73,3.87,0.13,Female,White/Caucasian
570,Reject Incomplete,509,3.8,3.81,1.11,Male,White/Caucasian
571,Reject Before Interview,520,3.7,3.83,1.45,Male,Asian
572,Reject Incomplete,495,3.71,3.79,,Male,Hispanic
573,Reject Before Interview,517,3.5,3.55,0.09,Male,White/Caucasian
574,Reject Incomplete,515,3.42,3.65,-0.21,Male,White/Caucasian
575,Prelim Reject,486,2.5,2.91,,Female,African American
576,Reject Before Interview,494,3.3,3.49,0.05,Female,African American
577,Reject After Interview,505,3.95,3.93,-1.31,Male,Hispanic
578,Reject Before Interview,513,3.71,3.82,0.78,Female,White/Caucasian
579,Reject Before Interview,512,3.78,3.84,-1.65,Female,Asian
580,Reject Before Interview,515,3.24,3.5,0.69,Female,Asian
581,Reject Incomplete,500,3.6,3.66,-0.64,Female,White/Caucasian
582,Withdrawn Through Match,507,3.65,3.64,-1.28,Male,White/Caucasian
583,Waitlist Declined,520,4,4,1.78,Female,Asian
584,Reject After Interview,495,3.52,3.58,-0.64,Male,Hispanic
585,Reject Incomplete,485,3.52,3.47,-1.4,Female,Asian
586,Withdrawal Before Interview,508,4,3.98,,Female,African American
587,Reject Incomplete,521,3.92,3.86,,Male,Asian 
588,Reject Before Interview,504,3.36,3.47,-0.73,Female,White/Caucasian
589,Prelim Reject,486,3.15,3.13,,Female,International
590,Reject Incomplete,500,2.83,2.86,,Female,Asian
591,Reject Incomplete,516,3.91,3.94,-0.02,Female,African American
592,Offer Declined,515,4,4,1.33,Male,White/Caucasian
593,Reject Before Interview,501,3.73,3.81,0.83,Female,White/Caucasian
594,Reject Before Interview,504,3.07,3.54,-0.29,Female,White/Caucasian
595,Reject Before Interview,508,2.89,3.27,0.4,Male,White/Caucasian
596,Reject Before Interview,503,3.43,3.55,,Male,Hispanic
597,Reject Before Interview,500,3.52,3.57,-1.22,Female,Asian
598,Reject Before Interview,506,3.32,3.57,0.81,Male,White/Caucasian
599,Reject Incomplete,,3.42,3.44,,Male,White/Caucasian
600,Reject Before Interview,504,3.69,3.77,-2.07,Female,White/Caucasian
601,Reject Before Interview,497,3.48,3.67,-0.58,Female,White/Caucasian
602,Reject Before Interview,485,1.97,2.47,-1.15,Female,Hispanic
603,Reject Before Interview,504,3.05,3.32,0.27,Female,African American
604,Reject Before Interview,506,3.24,3.45,,Female,White/Caucasian
605,Reject Before Interview,503,2.81,3.03,,Female,Asian
606,Reject Before Interview,505,3.56,3.64,1.25,Female,Asian
607,Reject Incomplete,506,3.06,3.39,,Female,Hispanic
608,Reject Incomplete,515,3.73,3.79,,Male,Multiple
609,Reject Before Interview,488,1.95,2.6,0.76,Female,Asian
610,Reject Before Interview,501,3.5,3.65,-0.21,Female,White/Caucasian
611,Reject Before Interview,501,3.42,3.75,,Female,White/Caucasian
612,Reject Before Interview,505,3.46,3.69,0.6,Female,Asian
613,Reject Before Interview,487,3.2,3.18,-1.31,Female,Asian
614,Reject Before Interview,498,3.45,3.68,-0.14,Female,White/Caucasian
615,Reject Before Interview,516,3.93,3.93,-0.48,Male,White/Caucasian
616,Withdrawn After Acceptance,515,4,4,-0.14,Female,Asian
617,Reject Before Interview,504,3.58,3.63,-2.08,Male,White/Caucasian
618,Reject Before Interview,509,3.96,3.98,-0.05,Male,Asian
619,Reject Before Interview,501,3.44,3.67,-0.64,Female,White/Caucasian
620,Reject Before Interview,513,3.28,3.71,1.47,Female,White/Caucasian
621,Reject Before Interview,497,3.72,3.81,,Male,"American Indian or Alaska Native Other Hispanic, Latino, or of Spanish origin; Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
622,Withdrawal Before Interview,507,3.96,3.96,0.57,Female,White/Caucasian
623,Reject Incomplete,511,3.61,3.55,-0.36,Male,White/Caucasian
624,Reject Before Interview,493,3.19,3.29,-1.15,Male,Hispanic
625,Reject Before Interview,512,3.82,3.85,0.52,Male,White/Caucasian
626,Reject Incomplete,491,3.56,3.73,-0.91,Female,White/Caucasian
627,Reject Before Interview,500,1.95,2.43,-0.28,Male,Hispanic
628,Reject Before Interview,513,3.93,3.94,-1.38,Male,Asian
629,Reject Incomplete,519,3.93,3.96,1.18,Female,White/Caucasian
630,Reject Before Interview,512,3.66,3.74,-0.23,Female,Asian
631,Reject Before Interview,499,2.79,3.07,0.1,Male,White/Caucasian
632,Reject Before Interview,504,3.68,3.85,0.49,Female,Asian
633,Reject Incomplete,510,4,3.98,-1.14,Female,White/Caucasian
634,Reject After Interview,511,3.33,3.38,-0.07,Male,Hispanic
635,Withdrawn Through Match,515,3.8,3.88,-1.31,Male,Unreported
636,Reject Before Interview,500,3.48,3.55,-0.72,Male,White/Caucasian
637,Reject Incomplete,500,2.68,3,0.86,Female,Asian
638,Reject Before Interview,514,3.94,3.97,0.83,Female,Asian
639,Reject Before Interview,,3.26,3.4,-0.83,Male,White/Caucasian
640,Reject Before Interview,505,3.82,3.58,-0.41,Male,White/Caucasian
641,Reject Before Interview,484,3.47,3.54,-0.91,Female,Hispanic
642,Reject Before Interview,501,3.29,3.42,-1.07,Female,Asian
643,Reject Before Interview,490,3.78,3.81,-0.71,Male,Hispanic
644,Reject Before Interview,499,0,0,-0.13,Female,Asian
645,Matriculated,507,3.6,3.71,-0.81,Female,Asian
646,Reject Before Interview,511,3.87,3.92,-0.23,Female,Asian
647,Reject Before Interview,508,3.58,3.64,-0.76,Female,Asian
648,Reject Before Interview,513,3.81,3.76,-1.07,Male,White/Caucasian
649,Reject Incomplete,503,3.39,3.77,0.31,Male,White/Caucasian
650,Reject Before Interview,514,3.87,3.95,-0.25,Male,White/Caucasian
651,Reject Before Interview,510,3.81,3.85,-0.72,Female,White/Caucasian
652,Reject Before Interview,495,3.46,3.76,-0.45,Female,White/Caucasian
653,Reject Before Interview,485,2.59,2.75,-2.09,Female,Asian
654,Waitlist Declined,527,3.9,3.95,0.89,Female,Asian
655,Reject Before Interview,510,3.44,3.75,-1.28,Male,Hispanic
656,Withdrawal Before Interview,517,3.94,3.98,2.2,Male,Asian
657,Reject Incomplete,499,3.71,3.73,-1.05,Female,Hispanic
658,Reject Before Interview,518,3.95,3.91,0.44,Male,White/Caucasian
659,Reject After Interview,500,3.35,3.74,1.5,Female,Asian
660,Reject Before Interview,496,3.34,3.62,-0.84,Female,Hispanic
661,Reject Before Interview,510,3.83,3.87,0.37,Male,Asian
662,Reject Before Interview,509,3.33,3.36,1.45,Male,White/Caucasian
663,Matriculated,517,3.25,3.37,-0.81,Male,White/Caucasian
664,Reject After Interview,500,3.36,3.61,-1.69,Male,Hispanic
665,Reject Before Interview,508,3.86,3.92,0.33,Male,Asian
666,Reject Before Interview,504,3.86,3.95,0.73,Female,Asian
667,Reject Before Interview,511,3.45,3.49,-0.09,Male,White/Caucasian
668,Reject Before Interview,503,3.49,3.66,0.4,Male,White/Caucasian
669,Withdrawn Through Match,503,4,4,-1.35,Female,African American
670,Reject Before Interview,505,3.24,3.35,-1.14,Female,White/Caucasian
671,Reject Incomplete,496,4,3.64,,Male,White/Caucasian
672,Reject After Interview,515,4,4,-0.11,Female,White/Caucasian
673,Reject Before Interview,474,2.61,3.02,-3.42,Female,Asian
674,Reject Before Interview,491,3.24,3.72,-1.78,Male,White/Caucasian
675,Reject Before Interview,516,3.91,3.94,0.51,Male,White/Caucasian
676,Reject Incomplete,520,4,4,,Male,White/Caucasian
677,Reject Before Interview,524,3.97,3.98,-1.46,Female,Unreported
678,Reject Incomplete,505,3.93,3.96,0.44,Female,Asian
679,Reject After Interview,509,3.88,3.92,-2.37,Female,White/Caucasian
680,Reject Before Interview,499,3.26,3.44,-0.35,Female,White/Caucasian
681,Reject Before Interview,512,3.33,3.51,0.02,Female,Asian
682,Reject Before Interview,510,3.59,3.67,-0.19,Male,White/Caucasian
683,Reject After Interview,516,3.53,3.78,-0.57,Female,Asian
684,Reject Before Interview,506,3.07,3.51,,Female,Asian
685,Reject Before Interview,512,2.83,3.2,-2.03,Male,Unreported
686,Matriculated,511,3.42,3.52,0.45,Male,Unreported
687,Matriculated,523,3.16,3.37,0.19,Male,White/Caucasian
688,Reject Before Interview,512,3.78,3.87,0.06,Male,White/Caucasian
689,Reject Before Interview,517,3.53,3.72,0.52,Male,African American
690,Reject Before Interview,511,2.83,2.92,-0.13,Female,White/Caucasian
691,Reject Before Interview,509,3.53,3.76,-0.46,Female,White/Caucasian
692,Reject Before Interview,504,3.9,3.94,0.02,Female,Asian
693,Reject Incomplete,,3.36,3.54,,Male,Unreported
694,Reject Before Interview,508,3.82,3.87,-0.49,Female,White/Caucasian
695,Reject After Interview,503,3.63,3.8,-1.4,Female,White/Caucasian
696,Reject Incomplete,521,3.12,3.29,,Male,Unreported
697,Reject After Interview,506,3.61,3.74,-0.73,Female,African American
698,Reject Before Interview,492,3.15,3.45,-1.14,Male,Multiple
699,Withdrawal Before Interview,511,3.34,3.53,-1.38,Male,Unreported
700,Reject Before Interview,507,3.69,3.73,-0.51,Male,Asian
701,Reject Before Interview,484,2.92,3.45,0.81,Male,Asian
702,Reject Before Interview,514,3.83,3.82,1.39,Male,White/Caucasian
703,Reject Before Interview,505,3.15,3.38,1.08,Female,African American
704,Withdrawn Through Match,506,3.96,3.98,-1.24,Female,White/Caucasian
705,Reject Before Interview,512,3.5,3.71,0.12,Male,Asian
706,Reject After Interview,501,3.66,3.79,-1.39,Female,African American
707,Reject Before Interview,511,3.65,3.73,-0.78,Male,White/Caucasian
708,Reject Incomplete,508,3.54,3.67,-2.17,Female,Asian
709,Reject Before Interview,510,3.69,3.8,-0.31,Female,White/Caucasian
