r_ID,Status_Description,MCAT,GPA_Science ,GPA_Overall,CASPer,Gender,Ethnicity
418,Admitted,512,3.58,3.76,-0.23,Male,White/Caucasian
419,Reject Before Interview,512,4,4,-1.7,Male,African American
420,Reject Before Interview,510,3.77,3.83,0.54,Female,White/Caucasian
421,Reject Before Interview,503,3.3,3.45,-0.61,Female,White/Caucasian
422,Reject Before Interview,517,3.73,3.84,0.73,Female,White/Caucasian
423,Reject Before Interview,482,3.89,3.93,,Female,Multiple
424,Reject Before Interview,511,2.76,3.33,-0.79,Female,White/Caucasian
425,Reject Before Interview,493,3.78,3.79,,Male,African American
426,Reject Before Interview,516,4,4,0.26,Male,White/Caucasian
427,Reject Before Interview,511,2.76,3.23,,Female,Multiple
428,Reject Before Interview,503,3.26,3.44,-1.53,Male,Asian
429,Reject Before Interview,500,3.17,3.44,-1.63,Female,Asian
430,Reject Before Interview,497,3.76,3.78,-1.21,Male,Asian
431,Reject Before Interview,495,3.15,3.42,-1.96,Female,White/Caucasian
432,Reject Before Interview,509,2.79,3.03,-0.23,Male,African American
433,Reject Before Interview,487,3.44,3.59,,Male,White/Caucasian
434,Reject Before Interview,510,3.95,3.97,1.24,Female,White/Caucasian
435,Reject Before Interview,496,3.65,3.7,-2.63,Male,Hispanic
436,Reject Before Interview,,3.71,3.84,0.36,Female,Hispanic
437,Prelim Reject,506,3.38,3.48,1.46,Female,Asian
438,Withdrawn within Match Range,510,3.95,3.97,0,Female,White/Caucasian
439,Reject Before Interview,498,3.6,3.67,0.28,Female,White/Caucasian
440,Reject Before Interview,495,3.83,3.84,0.13,Male,Asian
441,Waitlist Declined,516,3.92,3.96,0.59,Female,White/Caucasian
442,Withdrawn Through Match,515,3.9,3.89,-0.44,Male,Hispanic
443,Reject Before Interview,504,3.17,3.51,,Female,Hispanic
444,Admitted,516,4,4,,Male,White/Caucasian
445,Reject Before Interview,477,1.75,2.36,,Female,White/Caucasian
446,Reject Before Interview,484,3.03,3.24,,Male,White/Caucasian
447,Reject Before Interview,495,3.54,3.71,-2.12,Female,Hispanic
448,Reject Before Interview,504,3.19,3.35,-1.2,Female,Asian
449,Reject Before Interview,502,2.75,2.9,0.75,Male,Hispanic
450,Reject Before Interview,508,4,4,-2.26,Female,Asian
451,Reject Before Interview,502,3.73,3.81,,Male,Unreported
452,Reject Before Interview,499,3.55,3.66,-0.91,Female,Multiple
453,Reject Before Interview,509,3.73,3.81,-0.47,Male,White/Caucasian
454,Reject Before Interview,496,2.48,2.81,-0.11,Male,Multiple
455,Withdrawn within Match Range,510,3.94,3.96,-0.98,Male,Asian
456,Reject Before Interview,509,3.13,3.47,1.41,Female,White/Caucasian
457,Reject Before Interview,,3.56,3.66,,Male,White/Caucasian
458,Reject Before Interview,501,3.35,3.58,-0.15,Female,African American
459,Reject Before Interview,518,4,4,,Female,African American
460,Reject Before Interview,494,3.13,3.39,,Male,African American
461,Reject Before Interview,516,3.88,3.93,,Female,White/Caucasian
462,Reject Before Interview,514,3.88,3.91,-0.74,Male,Asian
463,Reject Before Interview,511,3.22,3.38,-0.32,Male,White/Caucasian
464,Reject Before Interview,497,3.5,3.16,-1.5,Female,White/Caucasian
465,Reject Before Interview,494,3.34,3.41,0.06,Female,Hispanic
466,Withdrawn Through Match,511,3.66,3.79,0.94,Female,Asian
467,Reject Before Interview,517,3.69,3.81,,Male,White/Caucasian
468,Reject Before Interview,502,3.49,3.7,1.59,Male,Asian
469,Reject Before Interview,507,3.87,3.82,0.56,Male,Multiple
470,Reject Before Interview,516,3.92,3.89,-0.76,Female,White/Caucasian
471,Reject Before Interview,511,3.7,3.68,0.15,Female,Asian
472,Withdrawn Through Match,509,3.86,3.9,0.5,Female,Asian
473,Reject Before Interview,488,3.02,3.22,0,Female,African American
474,Reject Before Interview,504,3.64,3.73,-3.38,Male,African American
475,Reject Before Interview,515,3.92,3.96,0.43,Male,Asian
476,Reject Before Interview,506,3.47,3.65,0.02,Female,Hispanic
477,Waitlist Declined,515,3.75,3.89,0.66,Female,Hispanic
478,Reject After Interview,518,3.85,3.9,0.28,Male,White/Caucasian
479,Reject Before Interview,511,3.59,3.31,0.64,Male,Hispanic
480,Reject Before Interview,516,4,4,0.43,Female,White/Caucasian
481,Reject Before Interview,522,3.31,3.42,1.01,Male,Hispanic
482,Reject Before Interview,493,2.56,3.09,-1.03,Male,Asian
483,Withdrawn After Acceptance,506,4,4,-1.34,Male,Hispanic
484,Reject Before Interview,518,3.82,3.9,-0.03,Female,Asian
485,Reject Before Interview,515,3.87,3.92,-0.48,Male,Asian
486,Reject Before Interview,515,4,4,-1.47,Male,Hispanic
487,Reject Before Interview,515,3.75,3.85,1.05,Male,Asian
488,Reject Before Interview,506,3.74,3.89,-0.51,Female,White/Caucasian
489,Reject Before Interview,517,3.55,3.77,0.76,Female,Multiple
490,Reject Before Interview,500,3.92,3.95,-2.36,Female,African American
491,Reject Before Interview,503,3.85,3.77,-0.42,Male,White/Caucasian
492,Reject Before Interview,511,3.76,3.82,1.09,Female,Asian
493,Reject Before Interview,513,3.49,3.55,-0.68,Male,Asian
494,Reject Before Interview,500,3.32,3.46,-1.27,Female,African American
495,Reject Before Interview,522,3.06,3.21,0,Male,Asian
496,Reject Before Interview,500,3.73,3.88,-2.79,Female,White/Caucasian
497,Reject Before Interview,501,3.3,3.32,0.93,Male,Hispanic
498,Reject Before Interview,510,3.73,3.81,-0.68,Female,Asian
499,Reject Before Interview,505,3.75,3.72,0.25,Male,Multiple
500,Reject Before Interview,519,4,4,,Female,Asian
501,Admitted,508,4,4,0.45,Male,White/Caucasian
502,Reject Before Interview,501,3.48,3.59,,Male,Asian
503,Prelim Reject,,4,4,,Female,Unreported
504,Withdrawal Before Interview,509,3.73,3.81,,Female,African American
505,Reject Before Interview,503,3.78,3.86,-0.52,Female,Asian
506,Reject Before Interview,513,3.76,3.85,0.41,Female,White/Caucasian
507,Reject Before Interview,497,2.45,3.07,-0.98,Female,African American
508,Reject Before Interview,501,3.48,3.66,-0.35,Female,White/Caucasian
509,Reject Before Interview,512,3.95,3.97,0.59,Female,Asian
510,Reject Before Interview,504,3.19,3.35,,Male,White/Caucasian
511,Reject Before Interview,513,3.48,3.73,-0.2,Female,White/Caucasian
512,Reject Before Interview,508,4,4,0.74,Female,Hispanic
513,Reject Before Interview,508,3.09,3.1,1.5,Male,White/Caucasian
514,Reject Before Interview,509,3.27,3.49,-0.73,Female,White/Caucasian
515,Reject Before Interview,510,3.91,3.95,-0.66,Female,Unreported
516,Reject Before Interview,504,3.64,3.78,-0.65,Female,Asian
517,Reject Before Interview,518,4,4,1.13,Male,White/Caucasian
518,Reject Before Interview,507,3.39,3.59,-0.74,Female,African American
519,Reject Before Interview,499,2.87,3.26,-0.29,Male,White/Caucasian
520,Reject Before Interview,,3.02,3.09,,Female,Hispanic
521,Reject Before Interview,517,4,4,2.6,Male,Asian
522,Reject Before Interview,498,3.19,3.51,,Male,Hispanic
523,Reject Before Interview,513,3.94,3.97,1.89,Female,Asian
524,Reject Before Interview,515,3.62,3.8,0,Male,White/Caucasian
525,Reject Before Interview,511,3.35,3.52,-0.2,Male,White/Caucasian
526,Reject Before Interview,520,4,3.84,-0.21,Male,Unreported
527,Prelim Reject,484,3.39,3.45,,Male,Asian
528,Reject Before Interview,503,3.19,3.26,0.58,Female,White/Caucasian
529,Withdrawn After Acceptance,509,3.61,3.56,-0.15,Male,African American
530,Reject Before Interview,504,3.5,3.59,-0.27,Female,White/Caucasian
531,Reject Before Interview,502,3.36,3.63,1.55,Male,Hispanic
532,Reject Before Interview,517,4,3.99,-1.59,Female,White/Caucasian
533,Withdrawn within Match Range,515,3.59,3.7,-0.18,Male,Hispanic
534,Reject Before Interview,497,3.55,3.69,-0.27,Male,African American
535,Reject Before Interview,498,3.75,3.85,0.92,Female,African American
536,Reject Before Interview,507,3.93,3.93,-0.11,Female,Asian
537,Reject Before Interview,476,2.26,2.55,,Female,Hispanic
538,Reject Before Interview,508,4,3.96,-0.94,Male,Hispanic
539,Reject Before Interview,505,3.28,3.58,-1.12,Female,Unreported
540,Reject Before Interview,484,3.67,3.8,0.18,Female,Hispanic
541,Reject Before Interview,518,3.31,3.36,-1.27,Male,Asian
542,Reject Before Interview,493,3.53,3.67,-0.4,Female,African American
543,Reject Before Interview,506,3.42,3.6,-0.13,Female,Hispanic
544,Reject After Interview,511,3.72,3.6,-0.47,Male,Asian
545,Admitted,504,3.3,3.62,-1.62,Female,White/Caucasian
546,Reject After Interview,508,3.9,3.94,0.35,Female,Asian
547,Reject Before Interview,519,4,3.97,,Male,White/Caucasian
548,Reject Before Interview,503,3.84,3.86,-1.24,Female,White/Caucasian
549,Reject Before Interview,498,3.04,3.3,0.25,Female,White/Caucasian
550,Reject Before Interview,494,3.3,3.5,-0.69,Male,White/Caucasian
551,Reject Before Interview,503,3.01,3.16,1.31,Female,Hispanic
552,Reject After Interview,511,3.73,3.79,0.26,Male,Asian
553,Withdrawal Before Interview,507,3.94,3.91,0.37,Female,Hispanic
554,Reject Before Interview,512,3.78,3.84,1.1,Female,White/Caucasian
555,Reject Before Interview,510,3.79,3.89,-0.06,Female,Asian
556,Reject Before Interview,508,3.51,3.66,-0.11,Male,Asian
557,Reject Before Interview,518,4,4,-0.56,Male,White/Caucasian
558,Withdrawn Through Match,513,4,3.98,-0.69,Male,White/Caucasian
559,Reject Before Interview,482,3.08,3.31,-0.26,Male,White/Caucasian
560,Reject Before Interview,509,3.79,3.85,-1.03,Female,Asian
561,Withdrawn Through Match,512,4,4,0.66,Female,White/Caucasian
562,Reject Before Interview,517,3.62,3.59,-1.12,Male,Hispanic
563,Reject Before Interview,501,3.22,3.39,-1.04,Female,White/Caucasian
564,Reject Before Interview,497,3.83,3.84,0.92,Female,Unreported
565,Withdrawal Before Interview,509,3.82,3.65,-0.52,Male,Hispanic
566,Reject Before Interview,489,2.19,2.6,,Female,Hispanic
567,Reject Before Interview,514,3.38,3.45,-0.76,Male,Asian
568,Reject Before Interview,514,3.8,3.91,-0.62,Male,Asian
569,Reject Before Interview,504,3.71,3.82,0.84,Female,Hispanic
570,Reject Before Interview,498,3.49,3.49,0.5,Male,Hispanic
571,Reject Before Interview,500,3.81,3.76,,Male,White/Caucasian
572,Withdrawn Through Match,522,3.79,3.89,-1.12,Male,White/Caucasian
573,Reject Before Interview,511,3.88,3.92,-1.5,Female,Asian
574,Reject Before Interview,509,3.3,3.51,-0.97,Female,White/Caucasian
575,Reject After Interview,511,4,4,1.31,Male,Asian
576,Admitted,509,3.73,3.82,1,Male,Asian
577,Reject Before Interview,518,3.98,3.78,-0.29,Male,Hispanic
578,Reject Before Interview,500,3.64,3.74,,Male,White/Caucasian
579,Reject Before Interview,501,3.69,3.79,-1.15,Female,Asian
580,Reject Before Interview,482,2.96,3.02,-2.21,Male,Hispanic
581,Reject Before Interview,516,3.64,3.82,0.54,Male,White/Caucasian
582,Reject Before Interview,484,2.52,2.88,1.37,Male,Asian
583,Reject Before Interview,499,3.93,3.83,-0.37,Male,African American
584,Reject After Interview,510,3.91,3.95,-0.95,Female,Unreported
585,Reject Before Interview,512,3.85,3.9,-1,Male,White/Caucasian
586,Reject Before Interview,508,3.37,3.48,-0.59,Male,White/Caucasian
587,Reject Before Interview,514,3.56,3.75,-0.2,Female,Asian
588,Reject Before Interview,497,3.41,3.64,0.03,Female,Asian
589,Withdrawn Through Match,517,3.95,3.97,-0.25,Male,White/Caucasian
590,Reject Before Interview,521,3.93,3.94,,Female,Asian
591,Withdrawn Through Match,504,4,4,1.17,Male,Multiple
592,Reject Before Interview,516,3.39,3.57,1.05,Male,White/Caucasian
593,Reject Before Interview,509,3.83,3.9,0.58,Female,White/Caucasian
594,Reject Before Interview,521,4,4,,Male,White/Caucasian
595,Reject Before Interview,509,3.38,3.22,-0.56,Male,White/Caucasian
596,Reject Before Interview,507,3.1,3.29,-1.95,Female,African American
597,Reject Before Interview,496,3.24,3.24,-0.95,Male,White/Caucasian
598,Reject Before Interview,500,3.54,3.64,-0.31,Female,Multiple
599,Reject Before Interview,502,3.85,3.92,0.43,Female,Asian
600,Reject Before Interview,511,3.6,3.58,-1.17,Male,White/Caucasian
601,Withdrawn Through Match,504,4,3.95,0.08,Male,Hispanic
602,Reject Before Interview,502,2.66,2.78,,Female,African American
603,Reject Before Interview,508,3.26,3.51,-0.11,Female,White/Caucasian
604,Reject Before Interview,507,3.99,3.99,,Female,Hispanic
605,Reject Before Interview,512,3.14,3.53,,Female,Asian
606,Reject Before Interview,495,3.39,3.76,0.66,Female,White/Caucasian
607,Reject Before Interview,520,3.44,3.56,-0.88,Male,White/Caucasian
608,Reject Before Interview,499,3.38,3.61,,Female,African American
609,Reject Before Interview,514,3.6,3.81,-0.06,Female,African American
610,Reject Before Interview,487,3.02,3.36,-0.6,Female,African American
611,Reject Before Interview,511,3.82,3.88,-1.68,Male,White/Caucasian
612,Reject Before Interview,503,3.37,3.49,0.51,Female,Hispanic
613,Prelim Reject,492,3.11,3.3,-0.11,Female,Asian
614,Reject Before Interview,505,3.53,3.81,0.28,Male,White/Caucasian
615,Reject Before Interview,502,2.94,3.22,0.04,Female,White/Caucasian
616,Reject Before Interview,518,3.1,3.25,,Male,Hispanic
617,Reject Before Interview,494,3.32,3.58,-0.23,Male,African American
618,Reject Before Interview,521,4,4,-0.37,Male,Asian
619,Reject Before Interview,510,3.53,3.54,0.11,Male,Asian
620,Reject Before Interview,506,3.03,3.32,-0.89,Female,White/Caucasian
621,Reject Before Interview,512,3.93,3.91,1.82,Male,White/Caucasian
622,Reject Before Interview,498,3.48,3.61,0.93,Female,Hispanic
623,Reject Before Interview,506,3,3.54,,Male,Multiple
624,Reject Before Interview,504,3.23,3.11,0.45,Female,White/Caucasian
625,Reject Before Interview,511,3.6,3.82,1.12,Female,Asian
626,Reject Before Interview,495,3.02,3.25,0.75,Female,White/Caucasian
627,Reject Before Interview,518,3.95,3.98,,Female,White/Caucasian
628,Reject Before Interview,506,3.43,3.55,0.36,Female,White/Caucasian
629,Reject Before Interview,491,3.49,3.26,-1.87,Male,Hispanic
630,Reject Before Interview,510,4,4,0.51,Female,White/Caucasian
631,Reject Before Interview,511,3.84,3.93,0.59,Female,Asian
632,Reject Before Interview,516,4,4,0.37,Male,White/Caucasian
633,Reject Before Interview,519,4,3.97,0.92,Male,White/Caucasian
634,Reject Before Interview,513,3.57,3.74,-0.15,Male,White/Caucasian
635,Reject Before Interview,508,3.5,3.67,,Male,White/Caucasian
636,Reject Before Interview,510,3.94,3.97,-0.2,Male,White/Caucasian
637,Reject Before Interview,516,3.61,3.73,-1.78,Female,Asian
638,Reject Before Interview,497,3.9,3.93,1.38,Female,White/Caucasian
639,Reject Before Interview,516,4,4,-0.53,Female,Hispanic
640,Reject Before Interview,482,3.38,3.38,-2.45,Female,African American
641,Reject Before Interview,502,3.36,3.56,1.54,Female,White/Caucasian
642,Reject Before Interview,,3.42,3.59,,Female,White/Caucasian
643,Reject Before Interview,526,4,4,2.53,Male,Asian
644,Admitted,505,3.23,3.75,-0.85,Female,White/Caucasian
645,Admitted,503,3.65,3.72,-1.14,Female,African American
646,Reject Before Interview,504,3.69,3.14,-0.72,Male,Hispanic
647,Withdrawn After Acceptance,505,3.63,3.82,1.17,Female,Asian
648,Reject Before Interview,474,3.8,3.87,-0.85,Male,African American
649,Reject Before Interview,510,3.73,3.81,-0.33,Male,White/Caucasian
650,Reject After Interview,,3.59,3.59,-0.77,Female,African American
651,Reject Before Interview,513,3.63,3.66,0.76,Male,White/Caucasian
652,Reject Before Interview,489,3.63,3.66,,Female,White/Caucasian
653,Reject Before Interview,503,3.78,3.9,0.21,Male,White/Caucasian
654,Offer Declined,511,3.86,3.86,-0.81,Male,Multiple
655,Offer Declined,519,4,3.98,0.19,Male,Asian
656,Reject Before Interview,514,4,4,0.33,Female,Multiple
657,Reject Before Interview,510,3.42,3.44,-0.73,Male,Asian
658,Reject After Interview,514,3.67,3.77,,Male,White/Caucasian
659,Reject Before Interview,502,4,3.98,-1.24,Female,White/Caucasian
660,Withdrawn Through Match,515,4,3.93,0.11,Male,Asian
661,Reject Before Interview,500,3.27,3.48,0.1,Male,White/Caucasian
662,Reject Before Interview,512,3.84,3.91,1.32,Female,Asian
663,Reject Before Interview,482,1.86,2.38,,Female,Hispanic
664,Reject Before Interview,482,3.48,3.59,,Female,Asian
665,Reject Before Interview,500,3.07,2.97,0.33,Female,Asian
666,Reject Before Interview,508,3.89,3.94,1.16,Female,Multiple
667,Reject Before Interview,505,3.49,3.69,0.79,Female,White/Caucasian
668,Reject Before Interview,491,3.85,3.87,-0.06,Female,White/Caucasian
669,Reject After Interview,512,3.92,3.95,-0.23,Female,White/Caucasian
670,Withdrawn Through Match,504,3.55,3.33,-2.05,Female,Hispanic
671,Reject Before Interview,497,3.27,3.46,-1.56,Female,Asian
672,Reject Before Interview,507,3.62,3.78,,Female,African American
673,Reject Before Interview,489,3.54,3.6,0,Male,Hispanic
674,Reject Before Interview,505,3.65,3.74,-0.43,Male,White/Caucasian
675,Reject Before Interview,502,3.78,3.72,-2.3,Female,White/Caucasian
676,Reject Before Interview,505,3.66,3.81,-1.35,Female,Hispanic
677,Withdrawal Before Interview,,3.02,3.16,,Female,Asian
678,Reject Before Interview,488,2.59,2.77,1.04,Male,Hispanic
679,Reject Before Interview,510,3.42,3.52,2.47,Female,White/Caucasian
680,Reject Before Interview,510,3.33,3.37,-0.24,Male,Asian
681,Withdrawn Through Match,522,3.92,3.92,-0.57,Female,White/Caucasian
682,Reject Before Interview,517,3.93,3.91,1.45,Female,Asian
683,Reject Before Interview,493,2.85,3,,Female,Multiple
684,Reject Before Interview,512,3.88,3.91,1.13,Male,White/Caucasian
685,Reject Before Interview,511,3.92,3.91,1.17,Female,Hispanic
686,Prelim Reject,505,2.98,3.21,,Female,African American
687,Reject Before Interview,495,3.12,3.3,0,Male,White/Caucasian
688,Reject Before Interview,507,3.83,3.89,0.25,Female,Multiple
689,Reject Before Interview,512,3.54,3.53,0.11,Male,White/Caucasian
690,Reject Before Interview,509,3.36,3.5,-1.49,Male,White/Caucasian
691,Reject Before Interview,499,3.51,3.65,-1.21,Female,White/Caucasian
692,Reject Before Interview,508,3.32,3.49,0.33,Male,Unreported
693,Reject Before Interview,507,4,4,1.16,Male,Asian
694,Reject Before Interview,519,4,4,2.15,Male,White/Caucasian
695,Reject Before Interview,506,3.41,3.66,0.33,Female,Asian
696,Reject Before Interview,495,3.49,3.67,-1.1,Female,Asian
697,Reject Before Interview,506,3.82,3.89,0,Male,Asian
698,Reject Before Interview,509,3.8,3.76,-0.79,Male,White/Caucasian
699,Reject Before Interview,502,2.88,3.03,0.16,Male,Hispanic
700,Withdrawn within Match Range,503,3.08,3.33,-0.51,Female,Hispanic
701,Reject Before Interview,510,3.93,3.94,,Female,Multiple
702,Reject Before Interview,510,3.78,3.82,-0.52,Male,African American
703,Reject Before Interview,505,3.96,3.98,-0.2,Female,Asian
704,Waitlist Offered,507,4,4,-1.7,Female,White/Caucasian
705,Reject Before Interview,512,3.83,3.68,-0.07,Male,Asian
706,Withdrawn Through Match,521,3.89,3.92,-0.07,Male,Asian
