Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
4617,Rejected without Interview,523,4,4,,0.67,Male,White/Caucasian
4650,Rejected without Interview,497,4,4,,0.52,Male,White/Caucasian
4697,Rejected without Interview,,4,4,,,Male,White/Caucasian
4717,Declined Admissions Offer,518,4,4,,-0.35,Female,Hispanic
4735,Rejected without Interview,519,4,4,,-1.12,Male,White/Caucasian
4758,Rejected without Interview,509,4,4,,-1.71,Male,White/Caucasian
4780,Rejected without Interview,517,4,4,,,Male,White/Caucasian
4801,Rejected without Interview,505,4,4,,-1.22,Female,Asian
4805,Rejected without Interview,517,4,4,4,-0.57,Male,Asian
4806,Rejected without Interview,517,4,4,,-0.83,Male,White/Caucasian
4878,Rejected without Interview,516,4,4,,1.69,Male,White/Caucasian
4904,Declined Admissions Offer,524,4,4,,-0.24,Male,White/Caucasian
4911,Rejected without Interview,504,4,4,,0.51,Female,White/Caucasian
4923,Withdrew Application After Interview,527,4,4,,-0.32,Male,Asian
4924,Rejected without Interview,503,4,4,,0.19,Female,White/Caucasian
4947,Rejected without Interview,495,4,4,,-1.72,Female,Asian
4964,Offered Admissions-Matriculated,516,4,4,,0.9,Male,White/Caucasian
4967,Alternate Pool/Waitlist,506,4,4,,-0.24,Male,Hispanic
5018,Rejected without Interview,518,4,4,4,1.1,Male,White/Caucasian
5088,Rejected without Interview,516,4,4,,1.15,Female,Unreported
5137,Rejected without Interview,518,4,4,,-0.3,Male,White/Caucasian
5141,Rejected without Interview,508,4,4,,0.58,Female,Unreported
5223,Rejected without Interview,507,4,4,,-0.57,Female,White/Caucasian
5240,Rejected without Interview,506,4,4,,,Male,Asian
5270,Withdrew Application Before Interview,527,4,4,,2.46,Female,White/Caucasian
5446,Rejected without Interview,519,4,4,,1.73,Female,White/Caucasian
5464,Rejected without Interview,506,4,4,,0.35,Female,White/Caucasian
5508,Rejected without Interview,506,4,4,4,-0.79,Male,White/Caucasian
5582,Withdrew Application After Interview,523,4,4,,-0.46,Male,Asian
5596,Offered Admissions-Matriculated,503,4,4,,-1.35,Female,African American
5626,Rejected without Interview,509,4,4,,,Male,White/Caucasian
5639,Rejected without Interview,482,4,4,,0.2,Female,Multiple
5773,Rejected without Interview,511,4,4,,1.3,Male,White/Caucasian
5877,Offered Admissions-Matriculated,511,4,4,,1.38,Female,White/Caucasian
5878,Rejected without Interview,501,4,4,,0.2,Female,African American
5939,Rejected without Interview,501,4,4,,,Male,White/Caucasian
5995,Withdrew Application Before Interview,510,4,4,,-0.05,Female,White/Caucasian
6007,Rejected without Interview,498,4,4,,,Female,Asian
6018,Rejected without Interview,503,4,4,,-0.13,Male,White/Caucasian
6023,Rejected without Interview,525,4,4,,,Female,Asian
6058,Rejected without Interview,521,4,4,,,Male,White/Caucasian
6090,Rejected without Interview,510,4,4,,,Female,Asian
6154,Rejected without Interview,503,4,4,,,Female,White/Caucasian
6197,Rejected without Interview,509,4,4,,-0.02,Female,African American
195,Rejected without Interview,507,3.99,3.99,,-1.69,Female,White/Caucasian
206,Declined Admissions Offer,520,3.98,3.99,,0.61,Male,Asian
291,Rejected without Interview,512,3.98,3.99,,0.09,Female,Asian
349,Offered Admissions-Matriculated,513,3.99,3.99,,-0.15,Male,White/Caucasian
565,Withdrew Application After Interview,509,3.99,3.99,,-0.65,Female,Asian
660,Rejected without Interview,510,3.99,3.99,,-0.49,Male,White/Caucasian
709,Rejected without Interview,513,3.99,3.99,,0.87,Male,White/Caucasian
752,Offered Admissions-Matriculated,506,3.98,3.99,,-0.31,Female,Hispanic
767,Rejected without Interview,514,3.97,3.99,,-0.82,Male,Asian
830,Declined Admissions Offer,518,3.98,3.99,,1.11,Female,Asian
914,Declined Admissions Offer,517,3.98,3.99,,-0.48,Female,Hispanic
998,Withdrew Application Before Interview,521,3.99,3.99,,0.61,Female,White/Caucasian
1014,Rejected without Interview,508,3.99,3.99,,-0.34,Male,White/Caucasian
1370,Withdrew Application After Interview,514,3.98,3.99,,-0.89,Male,White/Caucasian
1381,Declined Admissions Offer,513,3.98,3.99,,0.67,Female,White/Caucasian
1405,Withdrew Application Before Interview,,3.98,3.99,,1.33,Female,Asian
1494,Alternate Pool/Waitlist,511,3.99,3.99,,0.26,Female,White/Caucasian
1564,Rejected without Interview,513,3.99,3.99,,0.56,Male,Asian
1887,Rejected without Interview,500,3.98,3.99,,-1.79,Female,Multiple
2017,Rejected without Interview,506,3.99,3.99,,0.31,Male,White/Caucasian
2142,Rejected without Interview,508,3.99,3.99,,0.3,Male,Asian
2179,Alternate Pool/Waitlist,510,4,3.99,,-1.31,Female,Multiple
2249,Withdrew Application After Interview,514,3.97,3.99,,-0.06,Male,White/Caucasian
2402,Rejected without Interview,500,4,3.99,,-1.62,Male,White/Caucasian
2665,Rejected without Interview,489,3.98,3.99,,-2.06,Female,Hispanic
2816,Declined Admissions Offer,514,3.98,3.99,,-0.33,Male,Hispanic
2847,Rejected without Interview,516,3.99,3.99,,-0.72,Male,Asian
2881,Rejected without Interview,514,3.99,3.99,,-0.14,Female,Hispanic
2958,Rejected without Interview,511,3.99,3.99,,-1.14,Male,White/Caucasian
3152,Rejected without Interview,,3.99,3.99,,0.39,Male,Unreported
3753,Rejected without Interview,511,4,3.99,,0.45,Female,White/Caucasian
3875,Rejected without Interview,521,4,3.99,,-0.24,Male,Hispanic
4097,Declined Admissions Offer,505,3.99,3.99,,-1.35,Male,African American
4105,Rejected without Interview,516,3.96,3.99,4,,Female,White/Caucasian
4245,Rejected without Interview,519,3.97,3.99,,0.27,Male,White/Caucasian
4283,Declined Admissions Offer,517,3.99,3.99,,0.05,Female,Hispanic
4595,Rejected without Interview,510,3.99,3.99,,-0.39,Male,White/Caucasian
5123,Rejected without Interview,509,3.99,3.99,,-0.13,Female,White/Caucasian
5512,Rejected without Interview,507,3.99,3.99,,-2.39,Male,White/Caucasian
5810,Offered Admissions-Matriculated,515,3.98,3.99,,0.02,Male,Asian
72,Declined Admissions Offer,525,3.96,3.98,,1.98,Male,Asian
108,Declined Admissions Offer,512,3.96,3.98,,0.53,Male,Asian
194,Declined Admissions Offer,517,4,3.98,,1.03,Female,Asian
202,Rejected without Interview,520,3.96,3.98,,-1.07,Male,Multiple
212,Withdrew Application After Interview,507,4,3.98,,-0.28,Female,Hispanic
251,Withdrew Application After Interview,511,4,3.98,,-0.48,Male,Hispanic
304,Withdrew Application After Interview,508,4,3.98,,-1.91,Female,Hispanic
356,Withdrew Application After Interview,515,3.95,3.98,,-0.31,Male,White/Caucasian
384,Rejected without Interview,512,3.97,3.98,,0.42,Female,Asian
397,Withdrew Application After Interview,515,3.96,3.98,,-2.5,Female,African American
413,Rejected without Interview,515,3.97,3.98,,-0.56,Female,Asian
419,Rejected without Interview,523,4,3.98,,0.29,Male,White/Caucasian
433,Declined Admissions Offer,522,4,3.98,,1.41,Female,Asian
437,Rejected without Interview,520,3.96,3.98,,1.78,Female,Asian
439,Declined Admissions Offer,518,3.97,3.98,,1.65,Male,Asian
450,Declined Admissions Offer,516,3.95,3.98,,0.93,Male,White/Caucasian
534,Declined Admissions Offer,512,4,3.98,,-0.06,Female,Asian
640,Declined Admissions Offer,521,4,3.98,,0.37,Male,Asian
764,Rejected without Interview,511,3.97,3.98,,0.69,Female,White/Caucasian
794,Rejected without Interview,506,3.96,3.98,,0.02,Male,White/Caucasian
795,Declined Admissions Offer,502,4,3.98,,-1.39,Male,African American
911,Declined Admissions Offer,517,4,3.98,,1.65,Female,Asian
920,Alternate Pool/Waitlist,510,3.96,3.98,,-0.07,Female,Asian
967,Rejected without Interview,507,3.96,3.98,,-1.63,Female,Asian
980,Declined Admissions Offer,519,4,3.98,,0.34,Male,Asian
1134,Rejected without Interview,525,4,3.98,,-1.07,Male,Asian
1164,Rejected without Interview,515,3.93,3.98,,0.28,Female,Asian
1204,Rejected without Interview,510,4,3.98,,2.06,Female,White/Caucasian
1257,Rejected without Interview,,3.96,3.98,,0.86,Male,White/Caucasian
1262,Withdrew Application After Interview,515,3.96,3.98,,-0.32,Male,White/Caucasian
1285,Withdrew Application After Interview,509,3.94,3.98,,-1.66,Female,Hispanic
1286,Rejected without Interview,510,4,3.98,,-1.14,Female,White/Caucasian
1299,Rejected without Interview,505,3.96,3.98,,0.44,Male,Asian
1312,Withdrew Application After Interview,506,3.96,3.98,,-1.24,Female,White/Caucasian
1350,Rejected without Interview,503,3.95,3.98,,0.29,Female,White/Caucasian
1509,Declined Admissions Offer,517,3.95,3.98,,0.95,Female,White/Caucasian
1513,Offered Admissions-Matriculated,510,4,3.98,,0.81,Male,White/Caucasian
1530,Rejected without Interview,524,3.97,3.98,,-1.46,Female,Unreported
1638,Rejected without Interview,509,3.95,3.98,,1.31,Female,White/Caucasian
1686,Declined Admissions Offer,517,3.97,3.98,,1.5,Female,Asian
1708,Rejected without Interview,515,3.95,3.98,,-0.52,Female,White/Caucasian
1742,Rejected without Interview,496,4,3.98,,-1.66,Female,African American
1763,Declined Admissions Offer,516,3.95,3.98,,1.26,Female,Asian
1772,Declined Admissions Offer,519,3.96,3.98,4,1.15,Female,Asian
1777,Withdrew Application After Interview,520,3.97,3.98,,-0.59,Male,White/Caucasian
1783,Offered Admissions-Matriculated,509,3.96,3.98,,0.08,Female,White/Caucasian
1800,Rejected without Interview,521,3.96,3.98,,0.17,Female,Asian
1926,Withdrew Application After Interview,516,4,3.98,,0.97,Female,White/Caucasian
2019,Rejected without Interview,507,3.95,3.98,,-0.33,Female,White/Caucasian
2045,Rejected without Interview,507,4,3.98,,-0.58,Male,White/Caucasian
2096,Offered Admissions-Matriculated,507,3.97,3.98,,-0.8,Male,Hispanic
2114,Rejected without Interview,524,3.97,3.98,,1.58,Male,White/Caucasian
2121,Declined Admissions Offer,514,4,3.98,,-0.26,Female,White/Caucasian
2286,Rejected without Interview,499,4,3.98,,-1.54,Female,Hispanic
2300,Withdrew Application After Interview,503,3.98,3.98,,-0.87,Female,Hispanic
2381,Rejected without Interview,523,4,3.98,4,,Female,Asian
2415,Rejected without Interview,510,4,3.98,,,Male,White/Caucasian
2419,Rejected without Interview,512,4,3.98,,-0.65,Female,Asian
2452,Rejected without Interview,506,4,3.98,,-0.95,Male,Asian
2470,Rejected without Interview,510,4,3.98,,-0.67,Male,White/Caucasian
2542,Rejected without Interview,513,3.97,3.98,,-0.99,Male,White/Caucasian
2559,Rejected without Interview,508,3.97,3.98,,1.03,Male,Asian
2566,Rejected without Interview,511,4,3.98,,-0.86,Male,Asian
2574,Rejected without Interview,513,3.95,3.98,,-0.29,Male,White/Caucasian
2585,Rejected without Interview,511,3.97,3.98,,-1.63,Male,Asian
2595,Rejected without Interview,510,4,3.98,4,0.51,Female,White/Caucasian
2642,Rejected without Interview,514,3.96,3.98,,0.2,Female,Unreported
2845,Rejected without Interview,518,3.96,3.98,,,Male,White/Caucasian
2940,Rejected without Interview,506,3.96,3.98,,-0.99,Female,Asian
3095,Rejected without Interview,511,3.97,3.98,,-0.03,Female,White/Caucasian
3141,Rejected without Interview,510,3.96,3.98,,-0.51,Male,White/Caucasian
3143,Rejected without Interview,511,3.97,3.98,,,Male,White/Caucasian
3170,Rejected without Interview,509,4,3.98,,,Male,Asian
3193,Rejected without Interview,506,4,3.98,4,-0.41,Female,Hispanic
3197,Offered Admissions-Matriculated,515,3.96,3.98,,-0.85,Female,White/Caucasian
3279,Rejected without Interview,522,4,3.98,,-1.15,Male,White/Caucasian
3354,Rejected without Interview,513,3.97,3.98,,0.35,Female,White/Caucasian
3421,Rejected without Interview,506,3.96,3.98,,0.72,Female,Asian
3450,Rejected without Interview,510,4,3.98,,-0.45,Female,White/Caucasian
3527,Rejected without Interview,507,3.96,3.98,4,0.33,Female,White/Caucasian
3564,Rejected without Interview,499,3.99,3.98,,0.51,Female,Unreported
3581,Offered Admissions-Matriculated,509,3.95,3.98,,1.05,Male,Hispanic
3639,Rejected without Interview,495,3.94,3.98,,,Male,Hispanic
3708,Rejected without Interview,520,4,3.98,4,-0.35,Male,Asian
3714,Rejected without Interview,511,3.95,3.98,,0.02,Female,Asian
3718,Declined Admissions Offer,510,4,3.98,,-0.33,Female,Hispanic
3741,Rejected without Interview,514,4,3.98,,-1.4,Male,White/Caucasian
3819,Rejected without Interview,508,3.97,3.98,,-0.36,Female,Hispanic
4016,Declined Admissions Offer,515,4,3.98,,-0.04,Female,African American
4137,Rejected without Interview,499,3.96,3.98,,-0.02,Female,White/Caucasian
4189,Rejected without Interview,503,3.97,3.98,,0.35,Female,White/Caucasian
4222,Rejected without Interview,509,3.96,3.98,,-0.05,Male,Asian
4227,Rejected without Interview,495,3.95,3.98,,-0.21,Female,Asian
4340,Offered Admissions-Matriculated,506,4,3.98,,1.89,Female,Hispanic
4408,Rejected without Interview,521,3.95,3.98,,0.17,Female,White/Caucasian
4433,Declined Admissions Offer,507,4,3.98,,-0.38,Female,African American
4463,Rejected without Interview,521,3.94,3.98,,0.41,Male,White/Caucasian
4592,Rejected without Interview,508,3.97,3.98,,-0.02,Male,Hispanic
4597,Declined Admissions Offer,512,3.95,3.98,,-0.23,Female,Hispanic
4703,Rejected without Interview,506,4,3.98,,0.01,Female,White/Caucasian
4768,Rejected without Interview,511,3.95,3.98,,-0.16,Female,White/Caucasian
4785,Rejected without Interview,500,3.97,3.98,,-0.61,Male,Hispanic
4906,Declined Admissions Offer,508,4,3.98,4,0.69,Female,African American
5083,Alternate Pool/Waitlist,516,3.95,3.98,4,0.19,Female,Multiple
5114,Offered Admissions-Matriculated,508,3.96,3.98,,1.3,Female,Multiple
5120,Rejected without Interview,,3.97,3.98,,,Male,Hispanic
5151,Rejected without Interview,515,3.97,3.98,,2.05,Male,Asian
5216,Offered Admissions-Matriculated,524,3.96,3.98,,0.26,Female,Unreported
5225,Rejected without Interview,520,4,3.98,,-0.98,Male,White/Caucasian
5370,Rejected without Interview,517,3.94,3.98,,2.2,Male,Asian
5408,Rejected without Interview,499,4,3.98,4,0.68,Female,White/Caucasian
5441,Rejected without Interview,513,3.96,3.98,,-1.26,Male,White/Caucasian
5468,Rejected without Interview,521,3.94,3.98,4,2.78,Male,White/Caucasian
5664,Rejected without Interview,505,3.96,3.98,,,Female,White/Caucasian
5701,Rejected without Interview,518,4,3.98,,0.23,Male,White/Caucasian
5733,Rejected without Interview,516,4,3.98,,,Female,Asian
5890,Rejected without Interview,504,3.96,3.98,,-0.38,Female,White/Caucasian
43,Withdrew Application After Interview,517,4,3.97,,0.54,Male,Asian
64,Rejected without Interview,505,3.95,3.97,4,-2.24,Male,White/Caucasian
76,Withdrew Application Before Interview,513,3.96,3.97,,-1.23,Male,White/Caucasian
165,Withdrew Application Before Interview,512,3.95,3.97,,0.37,Female,White/Caucasian
269,Withdrew Application After Interview,514,3.94,3.97,,1.09,Female,White/Caucasian
301,Withdrew Application After Interview,511,4,3.97,,0.87,Female,Hispanic
306,Rejected without Interview,509,3.96,3.97,,0.81,Male,White/Caucasian
328,Rejected without Interview,502,4,3.97,,-0.89,Female,White/Caucasian
334,Withdrew Application Before Interview,511,3.95,3.97,,,Female,White/Caucasian
345,Withdrew Application After Interview,518,3.95,3.97,,-0.82,Female,Asian
377,Declined Admissions Offer,512,3.97,3.97,4,2.13,Female,Multiple
383,Offered Admissions-Matriculated,510,3.96,3.97,,-0.72,Female,Asian
404,Withdrew Application Before Interview,518,4,3.97,,0.26,Female,White/Caucasian
473,Withdrew Application Before Interview,517,3.93,3.97,,0.44,Male,White/Caucasian
489,Alternate Pool/Waitlist,509,3.94,3.97,,0.69,Male,Asian
533,Rejected without Interview,520,3.95,3.97,,0.26,Male,Asian
536,Rejected without Interview,506,3.93,3.97,,-1.06,Male,White/Caucasian
557,Withdrew Application After Interview,510,4,3.97,,-0.39,Female,Asian
569,Withdrew Application After Interview,521,4,3.97,,0.21,Male,White/Caucasian
589,Offered Admissions-Matriculated,513,3.99,3.97,,-0.44,Female,Asian
634,Withdrew Application After Interview,511,3.95,3.97,,-1.48,Female,Asian
680,Rejected without Interview,511,3.98,3.97,,-0.4,Female,Asian
749,Withdrew Application After Interview,518,3.95,3.97,,0.59,Female,Unreported
763,Withdrew Application After Interview,521,3.96,3.97,,-0.73,Female,White/Caucasian
787,Rejected without Interview,515,3.96,3.97,,0.11,Female,Asian
804,Rejected without Interview,512,3.95,3.97,,0.93,Male,Asian
822,Withdrew Application Before Interview,521,4,3.97,,0.59,Female,Asian
834,Declined Admissions Offer,522,4,3.97,,0.97,Male,Asian
840,Rejected without Interview,511,3.95,3.97,,-0.33,Female,Asian
867,Rejected without Interview,520,3.95,3.97,,1.7,Female,White/Caucasian
912,Rejected without Interview,510,3.98,3.97,,0.36,Male,White/Caucasian
927,Rejected without Interview,516,3.96,3.97,,,Female,Unreported
988,Declined Admissions Offer,517,4,3.97,,0.6,Male,Asian
1009,Rejected without Interview,521,3.98,3.97,,-0.37,Male,Hispanic
1026,Withdrew Application After Interview,510,4,3.97,,-0.19,Female,White/Caucasian
1036,Declined Admissions Offer,504,3.95,3.97,,-0.49,Female,Hispanic
1085,Rejected without Interview,510,3.98,3.97,,-1.05,Male,White/Caucasian
1099,Withdrew Application Before Interview,525,3.94,3.97,,1.17,Male,Asian
1102,Withdrew Application After Interview,507,4,3.97,,-1.15,Female,Asian
1125,Rejected without Interview,515,4,3.97,,-0.45,Female,Unreported
1266,Rejected without Interview,515,4,3.97,,-0.6,Male,Asian
1282,Withdrew Application After Interview,514,3.94,3.97,,-0.67,Male,Asian
1397,Rejected without Interview,512,3.95,3.97,,0.01,Male,Asian
1399,Rejected without Interview,508,3.97,3.97,,-0.42,Male,Asian
1424,Rejected without Interview,508,3.95,3.97,,,Female,White/Caucasian
1429,Alternate Pool/Waitlist,512,3.96,3.97,,-0.65,Male,White/Caucasian
1461,Rejected without Interview,509,3.97,3.97,,-0.29,Female,White/Caucasian
1471,Rejected without Interview,496,3.94,3.97,,0.26,Female,White/Caucasian
1473,Declined Admissions Offer,516,3.95,3.97,,1.54,Female,Unreported
1488,Declined Admissions Offer,517,4,3.97,,1.98,Female,Hispanic
