gender,status,JAMP,Ethnicity,GPA_O,GPA_S,GPA_G,highest_mcat_2015,CASPer Score
Male,RB,N,White/Caucasian,3.6,3.45,0,510,-1.54
Female,RB,N,Hispanic,3.62,3.34,0,496,
Female,WI,N,White/Caucasian,3.75,3.7,0,515,-0.38
Female,RB,N,White/Caucasian,3.8,3.9,0,508,1.64
Female,RB,N,African American,3.6,3.52,0,503,-2.38
Female,WM,N,Asian,3.74,3.65,0,518,0.2
Female,RB,N,White/Caucasian,3.98,3.96,0,499,-0.02
Male,RB,N,Hispanic,2.59,2.46,3.4,492,0.05
Female,OA,N,Multiple,3.79,3.67,0,514,
Male,RAI,N,White/Caucasian,3.6,3.52,0,515,0.61
Female,RB,N,White/Caucasian,3.26,3.41,0,499,-0.19
Male,RB,N,White/Caucasian,3.74,3.61,0,510,
Female,WB,N,African American,3.89,3.9,0,507,-0.91
Female,RB,N,African American,3.12,2.83,0,504,0.31
Male,RB,N,Multiple,3.93,3.87,0,505,-1.48
Male,RB,N,White/Caucasian,3.71,3.6,0,508,-0.6
Male,RB,N,White/Caucasian,3.29,3.1,4,514,-2.12
Male,RAI,N,Hispanic,3.59,3.54,0,511,
Male,RB,N,Hispanic,3.54,3.57,0,506,0.28
Female,WM,Y,Hispanic,3.73,3.63,0,505,-0.73
Male,WA,N,White/Caucasian,3.48,3.33,0,524,2.03
Male,RB,N,Hispanic,3.69,3.6,0,502,
Male,RB,N,Hispanic,3.06,2.69,0,476,
Female,RB,N,White/Caucasian,3.13,2.6,0,497,0.82
Male,RB,N,White/Caucasian,3.82,3.63,0,514,0.14
Male,RAI,N,White/Caucasian,3.91,3.92,0,516,0.35
Female,RB,N,Multiple,2.61,2.1,0,483,-0.64
Male,RB,N,White/Caucasian,3.86,3.7,0,515,1.03
Female,RB,N,White/Caucasian,3.49,3.51,0,500,
Female,RB,N,Asian,3.74,3.65,0,507,0.02
Female,RB,N,Asian,3.48,3.09,0,503,
Male,RB,N,Multiple,3.96,3.93,0,520,-0.57
Female,RB,N,Asian,3.68,3.47,0,508,0.83
Female,RB,N,White/Caucasian,3.54,3.34,3.64,498,
Female,RB,N,White/Caucasian,3.97,3.93,0,508,
Male,RB,N,White/Caucasian,3.76,3.62,0,517,0.11
Male,RB,N,White/Caucasian,3.94,3.91,0,505,-0.4
Female,RB,N,White/Caucasian,3.96,3.95,0,499,-1.71
Male,RB,N,Asian,3.89,3.84,0,510,0.34
Female,OA,N,Multiple,4,4,0,515,0.69
Male,RB,N,White/Caucasian,3.12,2.84,3.67,506,-0.26
Male,RB,N,African American,2.91,2.86,3.78,489,-1.29
Female,RB,N,African American,4,4,0,503,-0.2
Male,RB,N,White/Caucasian,3.97,4,0,506,
Female,RB,N,White/Caucasian,3.61,3.46,0,513,-0.23
Male,RB,N,White/Caucasian,3.93,3.89,0,506,-0.18
Male,RB,N,Hispanic,3.44,3.43,3.75,504,-0.48
Female,RAI,N,Asian,3.88,3.86,0,513,-0.44
Male,RB,N,African American,3.34,3.65,3.71,500,-2.38
Female,RB,N,Unreported,3.11,2.85,3.52,504,
Female,RB,N,Multiple,3.77,3.61,4,506,0.51
Male,RB,N,Hispanic,3.85,3.94,0,503,-0.23
Male,RB,N,Hispanic,3.98,3.97,0,508,-0.02
Male,OW,N,White/Caucasian,4,4,0,520,0.12
Female,RB,N,White/Caucasian,3.79,3.72,0,505,1.07
Female,RB,N,White/Caucasian,3.21,3.03,3.53,507,-1.15
Male,RB,N,White/Caucasian,3.06,2.95,0,508,-0.36
Female,RB,N,Hispanic,3.01,2.77,0,484,-0.56
Female,WM,Y,Hispanic,3.97,3.95,0,519,-0.23
Male,RB,N,White/Caucasian,3.79,3.54,0,,
Female,RB,N,White/Caucasian,4,4,0,511,-0.8
Female,RB,N,White/Caucasian,3.63,3.4,3.91,510,
Female,WM,Y,Hispanic,3.94,3.91,0,519,-0.65
Male,RB,N,African American,2.59,2.61,2.89,499,-1.35
Female,RB,N,Hispanic,3.5,3.43,3,504,-0.65
Male,RB,N,White/Caucasian,3.38,3.14,0,511,1.45
Male,RB,N,White/Caucasian,3.58,3.41,0,514,-0.41
Female,RB,N,White/Caucasian,3.47,3.38,0,501,
Male,RB,N,White/Caucasian,3.73,3.69,4,504,0.01
Male,RB,N,White/Caucasian,3.93,3.88,0,513,0.83
Male,RB,N,White/Caucasian,3.68,3.57,3.58,518,-1.12
Male,RB,N,White/Caucasian,3.68,3.57,3.58,518,-1.12
Male,RB,N,White/Caucasian,2.82,2.75,3.42,516,0.58
Male,RB,N,White/Caucasian,3.77,3.74,0,510,-0.88
Male,RB,N,White/Caucasian,3.73,3.64,0,,
Female,RB,N,White/Caucasian,3.91,3.81,0,501,
Female,RB,N,White/Caucasian,3.61,3.72,2,497,-0.83
Female,RB,N,Hispanic,2.36,1.93,3.5,,
Male,RB,N,White/Caucasian,3.88,3.86,0,516,-0.4
Male,RB,N,White/Caucasian,3.31,3.24,3,514,-1.62
Female,RAI,N,White/Caucasian,3.95,3.98,1.33,511,0.24
Female,RB,N,Hispanic,3.61,3.28,4,492,
Female,RB,N,Hispanic,3.59,3.4,3.45,,
Female,RB,N,White/Caucasian,3.74,3.62,3.63,499,0.51
Female,RB,N,White/Caucasian,3.59,3.45,0,508,0.83
Female,RB,N,White/Caucasian,3.62,3.54,0,,
Female,WA,N,Hispanic,3.84,3.85,0,516,0.54
Female,RB,N,African American,3.65,3.33,0,495,
Female,RB,N,White/Caucasian,3.66,3.57,3.97,507,-1.39
Female,RB,N,Hispanic,2.97,2.72,3.41,514,0.34
Male,RB,N,White/Caucasian,3.62,3.61,0,,
Female,WM,N,White/Caucasian,4,4,0,510,-0.19
Male,WM,N,White/Caucasian,4,4,0,521,1.17
Female,RB,N,White/Caucasian,4,4,0,511,-0.75
Female,RB,N,White/Caucasian,3.87,3.8,0,510,-0.43
Male,RB,N,White/Caucasian,3.7,3.55,0,510,0.48
Male,RB,N,Asian,3.46,3.37,0,506,1.24
Female,RB,N,White/Caucasian,3.88,3.79,0,509,
Female,RB,N,Unreported,3.48,3.47,0,505,0.74
Female,RAI,N,White/Caucasian,3.94,3.9,0,512,0.86
Female,RB,N,Hispanic,3.69,3.54,3.78,502,-0.02
Female,RB,N,White/Caucasian,3.79,3.63,0,503,1.16
Male,RB,N,Hispanic,3.51,3.45,3.64,507,
Male,RB,N,White/Caucasian,3.59,3.41,0,511,
Male,RB,N,White/Caucasian,3.85,3.79,3.86,517,0.56
Female,RB,N,Multiple,3.76,3.64,0,515,-1.55
Female,WA,N,White/Caucasian,3.81,3.75,0,518,0.82
Male,RB,N,White/Caucasian,3.67,3.44,0,506,
Male,RB,N,White/Caucasian,3.36,3.44,0,509,
Male,RB,N,White/Caucasian,3.97,3.95,0,508,
Male,RB,N,White/Caucasian,3.61,3.56,0,522,-0.28
Female,RB,N,White/Caucasian,2.77,2.64,3.14,487,0.15
Female,RB,N,White/Caucasian,3.81,3.63,0,512,0.29
Male,RB,N,White/Caucasian,3.45,3.46,0,504,-1.58
Female,RB,N,White/Caucasian,4,4,0,512,-1.22
Male,RB,N,White/Caucasian,3.7,3.39,0,511,0.5
Male,WA,N,Asian,4,4,0,525,0.69
Male,RB,N,Asian,3.59,3.58,3.43,508,
Female,OA,N,Asian,3.95,3.94,0,517,-1.42
Female,WM,Y,Asian,3.89,3.89,0,510,-0.48
Female,RB,N,Unreported,3.86,3.69,0,505,0.54
Male,RB,N,Asian,3.66,3.68,0,512,0.7
Female,RB,N,Asian,3.96,3.92,0,508,0.66
Female,WB,N,Asian,3.94,3.9,0,500,1.74
Female,RB,N,Asian,3.34,2.96,3.4,507,
Female,RB,N,Unreported,3.66,3.49,0,510,0.94
Male,RB,N,Asian,3.79,3.68,0,513,0.93
Female,RB,N,Asian,3.52,3.35,0,517,2.25
Female,WM,N,Asian,4,4,0,514,0.45
Male,WB,N,Asian,3.51,3.25,0,514,0.69
Female,WB,N,Asian,4,4,0,523,0.05
Male,RB,N,Asian,3.14,2.94,0,491,
Male,RB,N,White/Caucasian,3.5,3.49,3.45,504,
Female,WM,N,White/Caucasian,3.98,3.97,0,513,0.35
Male,RB,N,White/Caucasian,3.53,3.8,0,500,0.27
Male,RB,N,White/Caucasian,3.82,3.85,0,516,1.38
Male,RB,N,White/Caucasian,3.9,4,0,508,0.19
Male,RB,N,Asian,3.69,3.57,3.74,498,
Male,RB,N,Asian,3.75,3.64,0,500,
Female,RAI,N,White/Caucasian,3.8,3.61,0,514,1.08
Female,RAI,N,White/Caucasian,4,4,0,510,
Female,RB,N,White/Caucasian,3.68,3.51,0,502,
Male,WB,N,White/Caucasian,3.5,3.58,0,519,0.09
Female,RB,N,White/Caucasian,3.28,2.98,0,495,0.02
Male,WA,N,African American,3.81,3.68,0,514,-0.88
Male,WI,N,White/Caucasian,4,4,0,519,0.59
Male,RB,N,African American,3.52,3.52,0,501,-2.19
Female,RB,N,African American,3.64,3.27,0,505,-1.49
Male,RB,N,White/Caucasian,3.95,3.95,0,509,
Male,RB,N,Unreported,3.69,3.63,0,510,1.31
Female,WA,N,White/Caucasian,4,4,0,514,0.3
Male,RB,N,White/Caucasian,3.9,3.88,0,510,-0.98
Male,RB,N,African American,3.23,2.73,3.93,496,
Female,WA,N,White/Caucasian,3.97,3.96,0,513,-0.23
Male,RB,N,Asian,3.55,3.56,3.53,519,-0.64
Female,RB,N,Asian,3.97,3.95,0,514,
Female,RB,N,White/Caucasian,3.52,3.35,0,517,1.81
Male,RB,N,White/Caucasian,3.04,3.04,0,507,0.94
Female,RB,N,White/Caucasian,3.47,3.58,4,507,
Female,RB,N,African American,4,4,0,504,
Male,RB,N,White/Caucasian,3.5,3.11,0,501,
Male,RB,N,White/Caucasian,3.89,3.79,0,512,-0.06
Male,RB,N,White/Caucasian,3.56,3.29,0,509,
Female,WM,N,African American,3.92,3.91,0,507,
Female,WB,N,White/Caucasian,3.54,3.72,0,516,-0.39
Female,RB,N,White/Caucasian,3.76,3.57,0,509,
Female,WB,N,Hispanic,3.09,2.84,3.44,491,
Female,RB,N,White/Caucasian,3.58,3.24,3.64,508,0.53
Female,RB,N,White/Caucasian,3.53,3.57,0,511,0.59
Male,RB,N,White/Caucasian,3.92,3.81,0,512,
Male,OA,N,White/Caucasian,4,4,0,522,-0.11
Male,RB,N,White/Caucasian,3.62,3.2,0,512,
Male,RB,N,White/Caucasian,3.82,3.75,0,508,1.02
Female,WB,N,Hispanic,3.64,3.46,4,499,
Female,RAI,N,White/Caucasian,4,4,0,517,1.27
Male,RB,N,African American,3.83,3.84,0,502,-2.17
Female,RB,N,Hispanic,3.14,2.85,3.68,500,-1.8
Female,RB,N,White/Caucasian,3.8,3.57,0,508,
Male,RB,N,White/Caucasian,3.84,3.8,4,523,-0.57
Female,WI,N,Multiple,3.89,3.78,0,518,
Female,RB,N,White/Caucasian,3.18,2.71,3.3,498,
Female,RB,N,White/Caucasian,3.39,3.27,0,495,-1.25
Female,RB,N,White/Caucasian,3.77,3.74,0,502,
Female,RB,N,Asian,3.59,3.52,0,,
Male,WM,N,Multiple,3.86,4,0,515,-0.89
Female,WB,N,Multiple,3.93,3.9,0,,
Male,RB,N,Hispanic,3.05,3,0,485,
Female,RB,N,White/Caucasian,3.66,3.55,0,511,-1.54
Female,RB,N,Multiple,3.66,3.64,2.64,501,0.06
Female,RB,N,Asian,3.68,3.57,0,505,1
Female,RB,N,White/Caucasian,3.52,3.29,0,508,1.07
Female,RB,N,Asian,3.5,3.21,0,509,0.5
Female,RB,N,African American,3.16,2.84,3.06,493,-1.37
Male,RB,N,Multiple,3.4,3.69,0,503,3.02
Female,RB,N,Asian,3.86,3.73,0,503,-0.04
Female,RB,N,White/Caucasian,3.53,3.21,3.51,505,
Female,RB,N,Hispanic,3.31,3.13,0,509,-0.34
Female,RB,N,African American,2.7,2.06,0,493,
Female,RB,N,Hispanic,3.44,3.19,4,509,0.13
Male,RB,N,Hispanic,3.48,3.38,0,486,
Male,RB,N,Hispanic,3.55,3.43,0,503,
Female,RB,N,African American,3.49,3.3,0,494,0.05
Female,RB,N,Asian,3.17,2.51,3.64,,
Female,RB,N,White/Caucasian,3.72,3.45,0,510,-0.75
Female,RB,N,Asian,3.13,2.78,3.16,493,
Male,OA,N,Multiple,3.94,3.92,0,520,
Male,RB,N,Unreported,3.7,3.58,1,509,-1.49
Female,RB,N,White/Caucasian,3.56,3.83,0,500,
Male,RB,N,Hispanic,3.86,3.82,0,509,
Female,RB,N,Hispanic,3.3,3.03,3.78,515,0.12
Male,RB,N,White/Caucasian,3.83,3.79,0,522,
Female,RB,N,White/Caucasian,3.66,3.67,0,507,-0.19
Male,RB,N,White/Caucasian,3.82,3.77,0,515,
Female,RB,N,Unreported,4,4,0,507,0.21
Male,RB,N,White/Caucasian,3.91,3.88,0,519,0.73
Male,RB,N,White/Caucasian,3.78,3.81,4,510,-0.04
Male,WM,N,White/Caucasian,3.99,3.97,0,514,
Male,RB,N,White/Caucasian,3.68,3.61,0,510,-1.06
Female,RB,N,Hispanic,3.16,3.15,0,497,-1.07
Female,RB,N,White/Caucasian,3.9,3.87,0,496,
Male,RB,N,Hispanic,3.33,3.28,3.21,512,
Female,RB,N,White/Caucasian,3.67,3.61,3.6,502,-0.6
Female,RB,N,White/Caucasian,4,4,0,503,
Male,RB,N,White/Caucasian,4,4,0,511,0.99
Male,RB,N,Hispanic,3.88,3.84,0,510,-0.69
Female,RB,N,African American,3.25,3.07,3.78,504,-0.52
Female,RB,N,Hispanic,3.26,3.07,0,504,0.02
Male,RB,N,White/Caucasian,4,4,0,526,-0.07
Female,RB,N,White/Caucasian,3.98,3.96,0,509,
Male,WI,N,White/Caucasian,3.98,3.94,0,521,0.41
Female,OA,N,White/Caucasian,3.87,3.72,0,517,2.34
Male,RB,N,Asian,3.65,3.52,0,514,0.93
Male,RB,N,White/Caucasian,3.54,3.62,0,514,-1.62
Female,RB,N,White/Caucasian,3.38,3.73,2.93,502,-0.72
Male,RB,N,White/Caucasian,3.39,3.33,0,518,0.29
Male,RB,N,White/Caucasian,3.95,3.92,0,514,0.05
Male,WB,N,Multiple,3.74,3.53,2.67,510,
Male,RB,N,White/Caucasian,2.6,2.9,0,506,-0.75
Male,RB,N,Asian,3.79,3.8,0,508,-0.72
Female,RB,N,White/Caucasian,3.66,3.71,0,508,-0.76
Female,RB,N,Multiple,3.64,3.54,3.5,500,-0.31
Female,RB,N,Multiple,3.64,3.54,3.5,500,-0.31
Male,WA,N,Hispanic,3.89,4,0,522,0.19
Male,RB,N,African American,3.64,3.45,3.11,494,-0.88
Male,RB,N,White/Caucasian,3.31,3.16,3.6,512,-0.04
Female,RB,N,White/Caucasian,3.99,3.99,0,509,
Female,RB,N,White/Caucasian,2.32,2.01,0,,
Male,RB,N,White/Caucasian,3.84,3.65,0,499,
Female,WA,N,White/Caucasian,3.88,3.83,0,517,-0.11
Male,OA,N,White/Caucasian,3.91,3.88,0,521,-0.14
Female,RB,N,White/Caucasian,4,4,0,509,-1.04
Female,RB,N,White/Caucasian,4,4,0,509,-1.04
Female,RB,N,Asian,3.55,3.62,0,505,-0.35
Female,RAI,N,White/Caucasian,3.86,3.77,1.78,517,0.95
Female,RB,N,White/Caucasian,3.57,3.47,0,512,
Female,WM,N,Hispanic,4,4,0,515,-0.52
Male,RB,N,White/Caucasian,4,4,0,511,
Male,RB,N,White/Caucasian,3.87,3.95,0,505,
Female,RB,N,White/Caucasian,3.54,3.36,0,494,-1.88
Female,RAI,N,White/Caucasian,3.99,3.96,4,516,-0.31
Male,RB,N,White/Caucasian,4,4,0,513,0.21
Female,RB,N,White/Caucasian,3.82,4,3.59,504,
Male,RB,N,Multiple,3.65,3.59,0,505,-0.48
Male,RB,N,White/Caucasian,3.84,3.8,0,509,-0.9
Female,RB,N,White/Caucasian,3.97,4,0,,
Female,RB,N,White/Caucasian,3.91,3.77,0,503,-0.33
Female,RB,N,African American,3.09,2.75,2.95,488,-1.13
Female,RB,N,White/Caucasian,3.65,3.39,0,516,0.67
Male,RB,N,Hispanic,3.62,3.53,0,505,
Male,RB,N,White/Caucasian,3.94,3.93,0,518,
Male,RB,N,White/Caucasian,2.97,3.27,0,509,
Female,RB,N,African American,3.51,3.23,0,506,0.18
Female,RB,N,Hispanic,3.69,3.45,0,511,0.5
Female,RB,N,African American,3.4,3.17,3.61,501,0.49
Female,RB,N,African American,2.44,2.48,0,476,-0.57
Female,RB,N,Unreported,3.36,3.23,0,488,
Female,RB,N,White/Caucasian,3.77,3.75,0,505,0.87
Female,RB,N,White/Caucasian,4,4,0,506,-0.24
Female,RB,N,Hispanic,3.53,3.74,0,,
Female,RB,N,White/Caucasian,3.93,3.88,0,515,0.51
Female,RB,N,White/Caucasian,3.65,3.53,0,507,-0.4
Female,RB,N,Multiple,3.7,3.58,0,506,0.85
Female,RB,N,White/Caucasian,3.92,3.91,0,501,
Male,RB,N,White/Caucasian,3.34,3.25,3.3,500,-2.54
Female,RB,N,White/Caucasian,3.58,3.43,0,502,-0.13
Male,RB,N,White/Caucasian,3.49,3.47,0,502,-0.38
Male,RB,N,White/Caucasian,4,4,0,509,
Female,WM,N,White/Caucasian,4,4,0,514,0.47
Female,RB,N,Multiple,3.61,3.42,0,505,-0.48
Female,RB,N,White/Caucasian,3.73,3.51,0,500,
Male,RB,N,Hispanic,3.84,3.91,0,505,0.09
Female,RB,N,Hispanic,3.69,3.45,0,499,
Female,RB,N,White/Caucasian,3.95,3.88,0,507,-0.68
Male,RB,N,White/Caucasian,3.68,3.76,0,508,-1.23
Male,RB,N,White/Caucasian,3.19,3.39,0,517,-1.04
Male,RB,N,White/Caucasian,3.96,3.91,0,512,0.04
Male,RB,N,Unreported,3.37,3.54,0,511,
Female,RB,N,Asian,3.92,3.89,0,500,
Male,RB,N,Multiple,3.65,3.44,0,490,
Male,RAI,N,White/Caucasian,3.84,3.7,0,517,0.37
Male,RB,N,White/Caucasian,3.9,3.84,0,516,
Male,RB,N,Asian,3.53,3.76,0,515,-0.24
Female,RB,N,Asian,3.8,3.64,0,519,1.66
Male,RB,N,White/Caucasian,3.3,3.02,0,500,-1.35
Female,WM,N,White/Caucasian,3.91,3.8,2.67,514,0.26
Female,WM,N,White/Caucasian,4,4,0,515,1.65
Female,RB,N,Asian,3.53,3.31,0,501,1.08
Female,RB,N,Asian,3.87,3.81,2.67,518,1.86
Female,RB,N,White/Caucasian,3.98,4,0,510,
Male,WA,N,Asian,4,4,0,525,1.63
Male,WM,N,Asian,4,4,0,515,-0.82
Female,RB,N,Asian,3.82,3.66,0,506,0.75
Female,RB,N,Asian,3.6,3.73,3.48,510,
Male,RB,N,White/Caucasian,3.87,3.89,0,514,-0.57
Female,RB,N,White/Caucasian,3.54,3.31,0,506,-1.11
Female,OA,N,Multiple,3.89,3.91,0,523,-0.95
Male,RB,N,White/Caucasian,3.88,3.83,0,513,
Female,RB,N,White/Caucasian,3.95,3.98,0,501,
Female,WA,N,Multiple,3.79,3.61,0,523,1.79
Male,RB,N,Hispanic,3.32,3,0,507,0.9
Female,RB,N,White/Caucasian,3.44,3.26,0,499,-0.35
Male,RB,N,White/Caucasian,3.16,3.6,0,504,-2.35
Female,RB,N,Multiple,3.49,3.34,0,499,0.83
Female,RB,N,White/Caucasian,3.26,3.22,3.5,,
Male,RB,N,White/Caucasian,3.88,3.81,0,510,0.8
Male,WB,N,White/Caucasian,3.67,3.89,0,519,0.1
Male,RB,N,White/Caucasian,3.86,3.82,0,514,0.09
Male,RB,N,White/Caucasian,3.91,3.87,0,494,
Male,RAI,N,White/Caucasian,3.89,3.91,0,517,1.5
Female,RAI,N,White/Caucasian,4,4,0,513,0.1
Male,WA,N,Unreported,4,4,0,526,0.86
Female,RB,N,Asian,3.57,3.4,0,502,-0.45
Male,RB,N,White/Caucasian,3.65,3.36,0,510,-0.78
Male,RB,N,Multiple,2.9,2.94,0,488,0.45
Male,RB,N,Multiple,2.9,2.94,0,488,0.45
Female,RB,N,African American,3.47,3.27,0,510,-0.91
Male,RB,N,White/Caucasian,3.74,3.71,0,508,-1.07
Male,RB,N,White/Caucasian,3.91,3.9,3.47,503,-0.3
Female,RB,N,White/Caucasian,3.69,3.42,0,505,1.41
Male,RAI,N,White/Caucasian,4,4,0,513,0.13
Male,RB,N,Hispanic,2.94,3.06,0,498,0.39
Female,RB,N,Hispanic,3.84,3.83,0,,
Female,RB,N,Hispanic,2.9,2.42,0,494,
Male,RB,N,Hispanic,3.95,3.96,0,507,
Female,WM,Y,Hispanic,4,4,0,503,-1.41
Male,RB,N,Hispanic,3.36,3.43,0,508,-0.46
Female,RB,N,Asian,3.86,3.76,0,,
Male,RB,N,White/Caucasian,3.58,3.43,0,507,0.26
Male,RB,N,White/Caucasian,3.61,3.75,0,512,0.06
Female,WA,N,Asian,3.86,3.85,0,522,1.29
Female,RB,N,Asian,3.8,3.7,3.98,495,
Male,RAI,N,White/Caucasian,3.9,3.87,2.61,515,0.75
Female,RB,N,Hispanic,3.41,3.2,3.08,,
Female,RAI,N,Hispanic,3.73,3.63,0,516,0.36
Female,RB,N,Hispanic,3.88,3.8,0,505,1.26
Female,RB,N,White/Caucasian,3.93,3.91,3.77,509,-0.81
Male,WA,N,Hispanic,4,4,0,518,-0.68
Female,RB,N,Hispanic,3.59,3.45,3.84,494,0.76
Male,RB,N,White/Caucasian,3.85,3.82,0,511,-0.57
Female,RB,N,White/Caucasian,3.68,3.59,0,506,
Female,WA,N,Multiple,3.72,3.58,0,510,0.73
Female,RB,N,White/Caucasian,3.96,3.92,2.67,511,-0.23
Female,RAI,N,Hispanic,4,4,0,511,0.28
Male,RB,N,Multiple,3.46,3.15,0,492,
Male,WM,N,Hispanic,4,4,0,510,0.17
Female,RB,N,White/Caucasian,3.42,3.15,0,495,
Female,RB,N,Hispanic,3.6,3.31,0,513,2.19
Female,WA,N,White/Caucasian,3.95,3.9,0,521,0.02
Female,WM,Y,Hispanic,3.92,3.86,0,512,-0.97
Male,WM,Y,Hispanic,3.8,3.77,0,504,-0.15
Male,RAI,N,White/Caucasian,3.8,3.78,0,515,0.87
Male,RB,N,White/Caucasian,3.93,3.97,0,515,0.4
Male,RB,N,White/Caucasian,3.89,3.82,0,508,-0.48
Female,RB,N,White/Caucasian,4,4,0,504,0.51
Female,RB,N,African American,3.17,2.99,3.79,499,-0.44
Male,RB,N,White/Caucasian,3.52,3.4,0,508,
Female,RB,N,White/Caucasian,3.53,3.32,0,519,-0.71
Female,RB,N,White/Caucasian,3.76,3.6,0,512,0.35
Female,RB,N,Hispanic,3.28,2.97,0,504,
Male,RB,N,Asian,3.28,3.08,0,499,
Male,RB,N,Hispanic,3.65,3.53,0,499,-2.32
Female,RB,N,Hispanic,3.99,3.98,0,506,-0.31
Male,RB,N,Hispanic,3.17,3.11,0,497,0.29
Male,OA,N,Hispanic,3.56,3.85,0,520,0.36
Female,RB,N,Hispanic,4,4,0,506,
Male,RB,N,Hispanic,3.4,3.48,0,507,-2.24
Female,RB,N,Hispanic,3.48,3.25,0,486,0.11
Female,RB,N,Asian,3.97,3.94,0,502,1.93
Male,RB,N,Asian,3.47,3.28,3.58,505,-2.09
Female,RB,N,Asian,3.68,3.61,0,509,
Male,RB,N,Asian,3.71,3.68,0,513,
Male,WB,N,Hispanic,3.39,3.25,0,,
Male,WM,N,Hispanic,3.77,3.63,0,512,1.39
Female,WB,N,Hispanic,3.16,3.01,0,,
Female,WM,N,White/Caucasian,3.78,3.74,0,515,-0.1
Male,RB,N,White/Caucasian,3.64,3.59,3.91,506,0.28
Female,RB,N,Hispanic,3.9,3.88,3.88,501,0.54
Male,RB,N,White/Caucasian,3.77,3.65,0,508,-0.21
Male,RB,N,Hispanic,3.53,3.62,0,505,-0.54
Female,RB,N,Hispanic,3.66,3.39,0,501,-1.1
Male,RB,N,White/Caucasian,3.52,3.54,0,513,-0.64
Female,RB,N,White/Caucasian,3.74,3.62,0,507,-1.08
Female,RB,N,White/Caucasian,3.97,3.94,0,496,0.26
Male,OA,N,Hispanic,3.93,3.94,0,511,
Female,RB,N,Hispanic,3.28,2.86,0,491,
Female,RB,N,Hispanic,3.39,3.06,4,506,
Female,RB,N,Hispanic,3.88,3.99,0,498,-1.37
Male,RB,N,Hispanic,2.96,2.77,3.75,483,
Female,RB,N,White/Caucasian,3.04,2.83,0,501,0.04
Male,RB,N,White/Caucasian,3.01,2.9,0,497,-1.14
Female,RB,N,Hispanic,3.73,3.68,0,508,
Female,RB,N,White/Caucasian,2.23,1.93,0,493,
Male,RB,N,African American,3.4,2.9,4,498,-0.91
Male,RB,N,White/Caucasian,3.6,3.32,4,507,-1.1
Female,RB,N,African American,3.63,3.46,0,505,
Male,RB,N,White/Caucasian,4,4,0,517,0.21
Male,RB,N,Asian,3.93,3.96,0,501,
Male,RB,N,White/Caucasian,3.88,3.88,0,501,-0.29
Female,RB,N,White/Caucasian,4,4,0,509,-0.25
Female,RB,N,White/Caucasian,3.87,3.84,0,510,1.88
Female,RB,N,White/Caucasian,3.81,3.84,0,508,
Female,RB,N,Hispanic,3.3,3.11,0,482,-0.42
Female,RB,N,Asian,3.68,3.65,0,494,
Female,RB,N,Hispanic,3.24,3.17,0,496,
Male,RB,N,Hispanic,3.67,3.61,0,497,0.47
Male,WA,N,Multiple,4,4,0,528,0.53
Female,WA,N,White/Caucasian,3.96,3.99,0,527,-0.14
Male,RB,N,White/Caucasian,3.2,2.85,4,519,0.2
Female,RB,N,Hispanic,3.61,3.57,0,,
Male,RB,N,Hispanic,3.52,3.39,0,495,-0.14
Female,RB,N,Hispanic,3.94,3.9,0,500,
Female,RB,N,Hispanic,2.95,2.8,0,,
Female,RB,N,Hispanic,3.52,3.25,0,489,-0.82
Female,RB,N,Hispanic,3.28,3,3.06,507,
Male,RB,N,Hispanic,3.9,3.85,0,505,0.33
Male,RB,N,White/Caucasian,3.61,3.85,3.57,,
Male,RB,N,Hispanic,3.37,3.08,3.94,501,-1.57
Female,RB,N,Hispanic,3.53,3.82,0,493,-1.62
Female,WB,N,Hispanic,3.91,3.94,0,,
Female,RB,N,Hispanic,3.65,3.48,0,505,0.76
Female,RB,N,Hispanic,2.97,2.79,0,485,-2.03
Female,RB,N,Hispanic,3.5,3.44,0,503,
Female,RB,N,White/Caucasian,3.92,3.85,0,506,0.51
Male,RB,N,Asian,3.97,3.95,0,512,
Male,RB,N,White/Caucasian,3.54,3.33,0,494,0.78
Female,RB,N,Hispanic,3.63,3.53,0,506,0.05
Female,RB,N,Hispanic,3.66,3.51,0,491,-0.91
Female,RB,N,Hispanic,2.44,2.09,0,476,
Female,RB,N,White/Caucasian,3.18,2.98,3.61,508,0.42
Male,RB,N,Hispanic,3.78,3.75,0,508,-0.87
Male,OA,Y,Hispanic,3.78,3.71,0,511,-1.9
Male,RB,N,White/Caucasian,3.81,3.69,2.67,507,-1.07
Male,RB,N,White/Caucasian,3.77,3.77,0,510,-0.43
Female,RB,N,Asian,3.97,3.94,0,509,1.33
Male,WM,N,Asian,3.91,3.87,0,517,0.44
Female,RB,N,Asian,3.6,3.34,0,491,
Male,RB,N,White/Caucasian,3.97,3.98,0,510,-1.05
Male,RB,N,Hispanic,3.9,3.85,0,512,-0.61
Female,RB,N,Hispanic,3.19,2.98,3.92,509,-0.24
Female,RB,N,Asian,3.55,3.42,0.8,500,
Female,RB,N,White/Caucasian,3.94,3.91,0,513,1.46
Female,RB,N,Asian,2.94,2.9,0,493,0.67
Female,RB,N,Asian,3.67,3.53,0,508,-0.87
Female,RB,N,Asian,3.8,3.68,0,500,
Male,RB,N,White/Caucasian,3.91,3.74,0,,
Male,RB,N,White/Caucasian,3.95,4,0,499,-0.3
Female,RB,N,Hispanic,3.9,3.9,2.67,503,0.36
