Entry Year,Gender,Ethnicity,Overall GPA,Overall Science GPA,MCAT Highest,Final Status
2021,Male,Hispanic,3.63,3.39,510,RA
2021,Male,White/Caucasian,3.86,3.85,509,RA
2021,Female,Asian,3.96,3.92,511,RA
2021,Female,Asian,3.91,3.95,510,RA
2021,Female,White/Caucasian,4,4,509,RA
2021,Female,White/Caucasian,3.57,3.15,503,RA
2021,Male,Multiple,3.86,3.87,514,RA
2021,Female,White/Caucasian,4,4,519,RA
2021,Female,Asian,4,4,516,RA
2021,Male,Asian,4,4,522,RA
2021,Male,Asian,3.94,3.87,511,RA
2021,Female,Asian,3.93,4,510,RA
2021,Female,White/Caucasian,3.94,3.95,514,RA
2021,Female,Multiple,3.84,3.71,513,RA
2021,Male,Hispanic,3.96,3.93,510,RA
2021,Male,White/Caucasian,3.56,3.66,508,RA
2021,Female,Asian,3.97,4,513,RA
2021,Male,Asian,4,4,525,RA
2021,Male,Asian,3.77,3.68,511,RA
2021,Male,White/Caucasian,3.98,4,507,RA
2021,Male,White/Caucasian,3.97,3.98,510,RA
2021,Male,White/Caucasian,3.8,3.69,508,RA
2021,Male,White/Caucasian,3.84,3.79,514,RA
2021,Male,White/Caucasian,3.99,3.98,514,RA
2021,Female,Unreported,3.95,3.96,507,RA
2021,Female,White/Caucasian,3.98,3.97,511,RA
2021,Male,Asian,3.83,3.85,519,RA
2021,Female,White/Caucasian,3.87,3.89,508,RA
2021,Female,White/Caucasian,3.95,3.97,509,RA
2021,Male,White/Caucasian,3.99,3.99,513,RA
2021,Male,White/Caucasian,3.96,3.91,514,RA
2021,Female,Asian,4,4,512,RA
2021,Male,White/Caucasian,3.91,3.84,513,RA
2021,Male,White/Caucasian,3.55,3.26,505,RA
2021,Female,Asian,3.93,3.87,516,RA
2021,Female,Asian,4,4,520,RA
2021,Female,Unreported,3.72,3.58,517,RA
2021,Female,Hispanic,3.82,3.77,510,RA
2021,Female,White/Caucasian,3.87,3.72,517,RA
2021,Female,Asian,3.77,3.65,509,RA
2021,Female,Asian,3.78,3.66,506,RA
2021,Female,White/Caucasian,3.97,3.95,513,RA
2021,Male,White/Caucasian,3.37,3.11,511,RA
2021,Female,White/Caucasian,3.89,3.86,505,RA
2021,Male,Asian,4,4,516,RA
2021,Female,African American,3.87,3.93,502,RA
2021,Female,Asian,3.77,3.66,510,RA
2021,Male,White/Caucasian,3.85,3.88,511,RA
2021,Female,Unreported,3.91,3.82,510,RA
2021,Male,Hispanic,3.84,3.91,505,RA
2021,Male,Multiple,3.74,3.43,508,RA
2021,Male,White/Caucasian,3.86,3.84,510,RA
2021,Male,Asian,3.84,3.75,509,RA
2021,Female,White/Caucasian,3.96,3.99,527,RA
2021,Male,White/Caucasian,4,4,509,RA
2021,Female,White/Caucasian,3.93,3.91,507,RA
2021,Female,Unreported,3.93,3.83,507,RA
2021,Female,Asian,3.91,3.95,508,RA
2021,Male,White/Caucasian,3.76,3.75,515,RA
2021,Male,White/Caucasian,3.82,3.72,507,RA
2021,Female,Asian,3.98,3.97,512,RA
2021,Male,White/Caucasian,3.67,3.64,512,RA
2021,Female,Hispanic,3.8,3.67,501,RA
2021,Female,White/Caucasian,3.95,3.88,509,RA
2021,Male,Asian,3.95,3.98,510,RA
2021,Female,Asian,3.92,3.88,511,RA
2021,Female,Asian,3.98,3.93,515,RA
2021,Male,Asian,3.91,3.87,523,RA
2021,Female,Hispanic,4,4,505,RA
2021,Female,Asian,4,4,519,RA
2021,Male,White/Caucasian,3.99,3.99,508,RA
2021,Male,White/Caucasian,3.93,3.85,512,RA
2021,Female,Multiple,3.89,3.91,523,RA
2021,Male,White/Caucasian,4,4,516,RA
2021,Female,Asian,4,4,519,RA
2021,Female,White/Caucasian,3.82,3.7,509,RA
2021,Female,Hispanic,4,4,513,RA
2021,Male,Hispanic,3.84,3.73,512,RA
2021,Female,White/Caucasian,3.96,3.93,513,RA
2021,Male,Asian,3.95,3.97,512,RA
2021,Female,White/Caucasian,3.91,3.82,508,RA
2021,Female,Asian,3.76,3.68,511,RA
2021,Female,White/Caucasian,3.74,3.58,518,RA
2021,Female,African American,3.9,3.76,502,RA
2021,Male,White/Caucasian,4,4,513,RA
2021,Female,Asian,3.81,3.77,510,RA
2021,Female,White/Caucasian,3.85,3.81,510,RA
2021,Male,Asian,3.97,3.94,509,RA
2021,Male,Asian,3.79,3.94,512,RA
2021,Male,Hispanic,3.92,3.83,505,RA
2021,Female,Asian,3.94,3.96,511,RA
2021,Female,Asian,3.92,3.91,510,RA
2021,Female,White/Caucasian,3.71,3.54,512,RA
2021,Male,White/Caucasian,4,4,517,RA
2021,Female,Asian,3.94,3.9,521,RA
2021,Female,Asian,4,4,519,RA
2021,Male,Asian,3.97,4,517,RA
2021,Female,White/Caucasian,3.9,3.79,503,RA
2021,Female,White/Caucasian,3.99,3.99,511,RA
2021,Male,White/Caucasian,3.78,3.68,511,RA
2021,Female,Asian,3.79,3.77,517,RA
2021,Female,White/Caucasian,4,4,516,RA
2021,Female,White/Caucasian,3.94,3.86,506,RA
2021,Female,White/Caucasian,3.82,3.71,513,RA
2021,Female,Asian,3.88,3.85,517,RA
2021,Male,Asian,3.96,3.96,510,RA
2021,Female,White/Caucasian,4,4,509,RA
2021,Female,White/Caucasian,3.97,3.94,511,RA
2021,Male,White/Caucasian,3.52,3.4,514,RA
2021,Male,White/Caucasian,3.94,3.95,512,RA
2021,Male,White/Caucasian,3.83,3.67,509,RA
2021,Male,Hispanic,3.78,3.68,522,RA
2021,Female,White/Caucasian,3.78,3.54,507,RA
2021,Female,Asian,3.94,3.97,514,RA
2021,Female,White/Caucasian,3.86,3.76,510,RA
2021,Male,Asian,3.77,3.55,520,RA
2021,Male,Asian,3.96,4,508,RA
2021,Male,White/Caucasian,4,4,519,RA
2021,Male,Asian,3.71,3.68,513,RA
2021,Male,Hispanic,3.99,3.98,514,RA
2021,Female,Multiple,3.73,3.83,514,RA
2021,Male,White/Caucasian,3.91,3.91,515,RA
2021,Male,Asian,3.72,3.55,512,RA
2021,Female,Asian,3.82,3.75,505,RA
2021,Male,White/Caucasian,3.73,3.54,509,RA
2021,Male,Asian,3.95,3.93,518,RA
2021,Female,Asian,4,4,515,RA
2021,Female,White/Caucasian,3.46,3.22,508,RA
2021,Male,Unreported,3.73,3.57,517,RA
2021,Male,White/Caucasian,3.89,3.9,505,RA
2021,Male,White/Caucasian,3.7,3.47,510,RA
2021,Female,Asian,3.96,3.95,512,RA
2021,Female,Asian,3.94,3.95,515,RA
2021,Male,Asian,4,4,515,RA
2021,Male,White/Caucasian,3.92,3.86,510,RA
2021,Female,White/Caucasian,3.72,3.48,508,RA
2021,Female,Asian,3.93,3.94,513,RA
2021,Male,White/Caucasian,3.88,3.91,517,RA
2021,Male,White/Caucasian,3.98,4,522,RA
2021,Male,White/Caucasian,4,4,519,RA
2021,Female,White/Caucasian,4,4,517,RA
2021,Male,Asian,3.61,3.58,523,RA
2021,Female,Asian,3.88,3.83,505,RA
2021,Male,Asian,3.9,3.93,513,RA
2021,Male,White/Caucasian,3.67,3.79,509,RA
2021,Female,White/Caucasian,4,4,510,RA
2021,Female,Asian,3.97,3.96,510,RA
2021,Male,Multiple,3.98,3.96,520,RA
2021,Male,Asian,4,4,515,RA
2021,Male,White/Caucasian,4,4,513,RA
2021,Female,Asian,3.77,3.64,514,RA
2021,Male,White/Caucasian,4,4,518,RA
2021,Female,White/Caucasian,3.89,3.83,510,RA
2021,Male,Asian,3.91,3.87,527,RA
2021,Male,White/Caucasian,3.71,3.64,512,RA
2021,Female,Unreported,3.79,3.56,519,RA
2021,Male,Asian,3.93,4,515,RA
2021,Female,Asian,3.77,3.66,510,RA
2021,Male,White/Caucasian,3.94,3.92,506,RA
2021,Male,White/Caucasian,3.61,3.31,513,RA
2021,Male,Asian,3.85,3.77,508,RA
2021,Male,White/Caucasian,3.83,3.77,512,RA
2021,Male,White/Caucasian,3.97,3.94,510,RA
2021,Male,White/Caucasian,3.89,3.84,512,RA
2021,Male,White/Caucasian,3.24,3.36,506,RA
2021,Female,African American,3.4,3.24,505,RA
2021,Male,Asian,3.7,3.59,518,RA
2021,Female,Asian,3.91,3.87,513,RA
2021,Female,White/Caucasian,3.88,3.83,517,RA
2021,Male,White/Caucasian,3.37,3.92,512,RA
2021,Male,White/Caucasian,3.68,3.71,517,RA
2021,Male,Hispanic,3.64,3.27,515,RA
2021,Female,White/Caucasian,4,4,515,RA
2021,Male,White/Caucasian,3.92,3.93,513,RA
2021,Female,Hispanic,3.71,3.66,515,RA
2021,Female,Asian,3.69,3.67,515,RA
2021,Female,Asian,3.95,4,512,RA
2021,Male,White/Caucasian,4,4,526,RA
2021,Female,Asian,3.71,3.76,512,RA
2021,Male,Unreported,4,4,516,RA
2021,Male,Hispanic,3.29,3.22,510,RA
2021,Male,White/Caucasian,3.69,3.66,517,RA
2021,Female,Hispanic,3.8,3.66,512,RA
2021,Female,White/Caucasian,3.86,3.72,510,RA
2021,Male,Hispanic,3.75,3.68,512,RA
2021,Female,Hispanic,4,4,502,RA
2021,Female,Hispanic,4,4,510,RA
2021,Male,Unreported,3.88,3.83,513,RA
2021,Male,Asian,3.67,3.59,504,RA
2021,Male,White/Caucasian,3.83,3.73,517,RA
2021,Male,White/Caucasian,3.96,3.9,520,RA
2021,Female,White/Caucasian,3.95,3.95,503,RA
2021,Male,White/Caucasian,3.89,3.84,515,RA
2021,Female,White/Caucasian,3.94,3.87,514,RA
2021,Male,White/Caucasian,4,4,514,RA
2021,Male,White/Caucasian,3.97,3.96,513,RA
2021,Female,Asian,3.93,3.88,515,RA
2021,Male,White/Caucasian,3.95,3.9,513,RA
2021,Male,White/Caucasian,3.84,3.72,509,RA
2021,Male,White/Caucasian,3.98,3.96,510,RA
2021,Male,White/Caucasian,4,4,515,RA
2021,Male,Asian,4,4,527,RA
2021,Male,Asian,3.89,3.86,512,RA
2021,Male,White/Caucasian,3.69,3.59,510,RA
2021,Male,White/Caucasian,3.9,3.86,510,RA
2021,Female,Hispanic,3.82,3.78,508,RA
2021,Female,White/Caucasian,3.88,3.9,510,RA
2021,Male,Asian,3.82,3.67,514,RA
2021,Male,White/Caucasian,3.79,3.69,509,RA
2021,Male,Asian,3.84,3.78,518,RA
2021,Male,Asian,3.77,3.8,514,RA
2021,Female,White/Caucasian,3.75,3.66,515,RA
2021,Female,African American,3.9,4,510,RA
2021,Male,Asian,3.97,4,517,RA
2021,Male,White/Caucasian,3.92,3.89,515,RA
2021,Male,Asian,4,4,522,RA
2021,Female,Asian,3.91,3.84,516,RA
2021,Female,Asian,3.93,3.95,515,RA
2021,Female,Asian,3.89,3.83,516,RA
2021,Female,Asian,3.85,3.64,516,RA
2021,Male,White/Caucasian,3.97,3.94,515,RA
2021,Female,Multiple,3.88,3.74,506,RA
2021,Female,Asian,3.9,3.77,519,RA
2021,Male,Multiple,3.65,3.45,506,RA
2021,Male,White/Caucasian,4,4,513,RA
2021,Female,Hispanic,3.98,4,510,RA
2021,Male,White/Caucasian,3.69,3.6,507,RA
2021,Female,Asian,3.87,3.82,506,RA
2021,Male,White/Caucasian,3.78,3.69,514,RA
2021,Male,Hispanic,3.9,4,517,RA
2021,Male,White/Caucasian,3.9,3.85,519,RA
2021,Male,White/Caucasian,4,4,525,RA
2021,Male,Asian,3.91,3.82,513,RA
2021,Male,Hispanic,4,4,516,RA
2021,Male,African American,3.2,3.04,484,RB
2021,Female,Hispanic,3.13,2.94,491,RB
2021,Female,White/Caucasian,2.61,2.35,490,RB
2021,Male,Asian,3.54,3.35,499,RB
2021,Male,Hispanic,3.72,3.64,498,RB
2021,Female,White/Caucasian,3.45,3.63,494,RB
2021,Male,Hispanic,3.3,3.25,498,RB
2021,Male,White/Caucasian,3.25,2.85,509,RB
2021,Female,Asian,3.53,3.64,505,RB
2021,Female,Asian,3.46,3.41,506,RB
2021,Female,Hispanic,3.24,2.99,497,RB
2021,Male,African American,3.49,3.22,497,RB
2021,Female,White/Caucasian,3.68,3.68,509,RB
2021,Female,African American,2.66,2.46,502,RB
2021,Male,White/Caucasian,3.82,3.76,508,RB
2021,Male,Asian,3.6,3.54,513,RB
2021,Male,African American,3.03,2.72,498,RB
2021,Female,Asian,3.56,3.09,499,RB
2021,Female,Hispanic,3.61,3.28,492,RB
2021,Male,Unreported,3.25,3.16,520,RB
2021,Male,Hispanic,3.04,2.85,505,RB
2021,Male,Hispanic,3.34,2.81,507,RB
2021,Female,White/Caucasian,3.21,2.9,501,RB
2021,Female,Asian,3.03,2.81,503,RB
2021,Male,African American,2.91,2.65,507,RB
2021,Female,African American,2.78,2.67,500,RB
2021,Male,Asian,3.55,3.31,505,RB
2021,Male,Hispanic,3.07,2.94,500,RB
2021,Female,African American,2.97,2.99,491,RB
2021,Female,Hispanic,3.87,3.79,491,RB
2021,Male,Hispanic,3.16,3.12,511,RB
2021,Male,White/Caucasian,3.57,3.63,508,RB
2021,Female,Hispanic,3.33,3.21,494,RB
2021,Female,Hispanic,3.54,3.25,497,RB
2021,Female,Asian,3.39,3.19,502,RB
2021,Female,White/Caucasian,3.82,3.83,508,RB
2021,Female,Multiple,3.14,2.77,494,RB
2021,Female,Hispanic,2.67,2.14,489,RB
2021,Male,Hispanic,2.98,2.89,503,RB
2021,Female,African American,2.78,2.63,507,RB
2021,Female,Hispanic,3.09,2.85,507,RB
2021,Male,White/Caucasian,3.25,3.14,514,RB
2021,Female,African American,2.99,3.13,501,RB
2021,Male,White/Caucasian,3.78,3.87,507,RB
2021,Female,African American,3.44,3.23,507,RB
2021,Female,Hispanic,3.49,3.39,490,RB
2021,Male,Hispanic,3.95,3.92,513,RB
2021,Male,African American,3.76,3.67,504,RB
2021,Male,Hispanic,3.47,3.16,502,RB
2021,Female,Hispanic,3.33,3.05,505,RB
2021,Male,Hispanic,3.36,3.28,501,RB
2021,Female,Unreported,3.53,3.39,506,RB
2021,Male,White/Caucasian,3.46,3.33,513,RB
2021,Male,White/Caucasian,3.74,3.72,514,RB
2021,Female,White/Caucasian,3.01,2.8,489,RB
2021,Female,White/Caucasian,3.53,3.2,508,RB
2021,Male,African American,3.35,3.32,497,RB
2021,Female,White/Caucasian,3.06,2.91,494,RB
2021,Female,Hispanic,3.45,3.35,497,RB
2021,Female,African American,3.8,3.57,489,RB
2021,Female,African American,3.38,3.17,500,RB
2021,Male,African American,3.38,3.24,512,RB
2021,Male,White/Caucasian,3.71,3.56,507,RB
2021,Female,White/Caucasian,3.23,3.02,510,RB
2021,Male,Asian,3.63,3.51,513,RB
2021,Male,Asian,3.29,3.39,516,RB
2021,Female,White/Caucasian,3.52,3.25,513,RB
2021,Female,African American,3.53,3.5,495,RB
2021,Male,Asian,3.72,3.7,520,RB
2021,Male,African American,3.49,3.29,501,RB
2021,Male,African American,3.03,3.08,506,RB
2021,Male,White/Caucasian,3.31,3.2,496,RB
2021,Female,Asian,2.59,2.24,497,RB
2021,Male,Asian,3.55,3.37,509,RB
2021,Female,White/Caucasian,3.81,3.46,510,RB
2021,Male,Asian,3.46,3.34,509,RB
2021,Male,Hispanic,2.43,1.95,500,RB
2021,Male,Asian,3.59,3.58,508,RB
2021,Male,Asian,3.73,3.59,507,RB
2021,Female,Asian,3.55,3.15,512,RB
2021,Female,Hispanic,3.19,2.98,509,RB
2021,Female,Asian,3.12,3.04,506,RB
2021,Female,White/Caucasian,3.66,3.57,507,RB
2021,Female,Asian,3.82,3.73,506,RB
2021,Male,Asian,3.63,3.51,498,RB
2021,Male,Asian,3.69,3.57,498,RB
2021,Female,African American,3.25,3.07,504,RB
2021,Male,African American,3.47,3.34,512,RB
2021,Male,Hispanic,3.07,2.69,478,RB
2021,Female,Asian,3.64,3.53,513,RB
2021,Male,Hispanic,3.83,3.76,502,RB
2021,Female,African American,3.23,2.92,500,RB
2021,Male,White/Caucasian,3.41,3.26,501,RB
2021,Female,Asian,3.17,2.96,505,RB
2021,Female,African American,3.58,3.06,498,RB
2021,Male,Hispanic,3.73,3.64,509,RB
2021,Female,Hispanic,3.03,2.9,495,RB
2021,Male,White/Caucasian,3.88,3.87,508,RB
2021,Male,Asian,3.8,3.84,511,RB
2021,Male,White/Caucasian,3.68,3.6,496,RB
2021,Male,Asian,3.46,3.39,514,RB
2021,Male,Hispanic,3.1,2.94,507,RB
2021,Male,Hispanic,3.28,3.09,500,RB
2021,Male,Hispanic,3.38,3.33,511,RB
2021,Male,African American,3.25,3.18,503,RB
2021,Female,Asian,3.53,3.29,513,RB
2021,Female,Asian,3.59,3.42,514,RB
2021,Male,White/Caucasian,3.5,3.89,511,RB
2021,Female,African American,3.37,3.22,504,RB
2021,Male,Hispanic,2.95,3.17,504,RB
2021,Female,White/Caucasian,3.2,3.08,489,RB
2021,Female,Asian,3.51,3.27,498,RB
2021,Male,White/Caucasian,2.67,2.33,504,RB
2021,Male,Asian,3.9,3.86,512,RB
2021,Male,African American,3.2,2.94,507,RB
2021,Male,Hispanic,3.47,3.19,499,RB
2021,Female,Hispanic,3.96,3.94,504,RB
2021,Female,White/Caucasian,3.66,3.55,511,RB
2021,Male,White/Caucasian,3.07,2.79,499,RB
2021,Female,Multiple,3.16,3.07,499,RB
2021,Female,White/Caucasian,3.85,3.78,510,RB
2021,Female,Hispanic,3.55,3.67,500,RB
2021,Female,Asian,3.5,3.21,509,RB
2021,Female,African American,3.27,3.12,510,RB
2021,Male,White/Caucasian,3.65,3.5,514,RB
2021,Male,Asian,3.49,3.4,507,RB
2021,Male,Asian,3.54,3.52,482,RB
2021,Male,Multiple,3.44,3.22,504,RB
2021,Female,White/Caucasian,3.42,3.13,515,RB
2021,Male,White/Caucasian,3.15,3.05,515,RB
2021,Male,White/Caucasian,3.05,2.82,503,RB
2021,Female,Hispanic,4,4,508,RB
2021,Female,Multiple,3.55,3.44,499,RB
2021,Female,White/Caucasian,3.22,3,502,RB
2021,Female,African American,2.86,2.57,499,RB
2021,Male,White/Caucasian,3.97,3.95,505,RB
2021,Male,Asian,3.73,3.58,504,RB
2021,Female,Hispanic,3.09,3.49,500,RB
2021,Female,African American,3.16,2.92,512,RB
2021,Female,Asian,3.63,3.42,513,RB
2021,Female,Hispanic,3.8,3.75,499,RB
2021,Female,Hispanic,3.34,3.05,507,RB
2021,Female,Hispanic,2.64,2.75,479,RB
2021,Male,Hispanic,3.63,3.88,502,RB
2021,Female,White/Caucasian,3.75,3.66,513,RB
2021,Female,Asian,3.56,3.42,506,RB
2021,Male,Asian,3.62,3.59,508,RB
2021,Female,White/Caucasian,3.47,3.38,501,RB
2021,Female,African American,3.12,2.78,485,RB
2021,Male,Hispanic,3.25,3.08,503,RB
2021,Male,African American,3.64,3.57,500,RB
2021,Female,Asian,3.96,3.93,505,RB
2021,Female,Asian,3.5,3.27,513,RB
2021,Male,White/Caucasian,3.39,3.32,506,RB
2021,Female,Asian,2.64,2.17,489,RB
2021,Female,African American,3.59,3.21,500,RB
2021,Female,White/Caucasian,3.86,3.79,505,RB
2021,Female,Asian,3.67,3.43,508,RB
2021,Female,African American,3.28,2.88,498,RB
2021,Female,Asian,3.74,3.73,511,RB
2021,Male,Asian,3.99,3.99,513,RB
2021,Female,Hispanic,3.92,3.88,503,RB
2021,Male,White/Caucasian,3.8,3.69,519,RB
2021,Male,White/Caucasian,2.98,2.63,513,RB
2021,Female,African American,3.58,3.29,503,RB
2021,Female,Asian,3.7,3.56,510,RB
2021,Male,White/Caucasian,3.72,3.63,511,RB
2021,Male,Asian,3.62,3.22,496,RB
2021,Male,Asian,3.64,3.51,505,RB
2021,Male,Hispanic,3.52,3.45,505,RB
2021,Male,White/Caucasian,3.12,3.23,511,RB
2021,Female,African American,3.89,3.88,496,RB
2021,Female,Hispanic,3.85,3.74,508,RB
2021,Female,White/Caucasian,3.65,3.53,507,RB
2021,Female,African American,2.72,2.36,492,RB
2021,Female,Asian,3.78,3.72,504,RB
2021,Female,White/Caucasian,3.4,3.11,499,RB
2021,Female,African American,3.09,2.9,492,RB
2021,Male,White/Caucasian,3.3,3.13,510,RB
2021,Male,Multiple,3.47,3.51,509,RB
2021,Male,White/Caucasian,3.87,3.84,514,RB
2021,Male,White/Caucasian,3.89,3.81,504,RB
2021,Female,Asian,3.74,3.66,512,RB
2021,Female,White/Caucasian,3.04,2.62,509,RB
2021,Female,African American,3.74,3.5,504,RB
2021,Male,White/Caucasian,3.71,3.43,505,RB
2021,Female,White/Caucasian,3.69,3.51,508,RB
2021,Male,White/Caucasian,3.8,3.69,495,RB
2021,Male,White/Caucasian,3.2,3.09,502,RB
2021,Male,White/Caucasian,3.75,3.68,512,RB
2021,Male,White/Caucasian,3.63,3.58,505,RB
2021,Female,White/Caucasian,3.4,3.4,518,RB
2021,Male,White/Caucasian,3.45,3.46,504,RB
2021,Male,Hispanic,3.09,3.12,493,RB
2021,Female,African American,3.81,3.69,492,RB
2021,Female,Multiple,3.64,3.54,500,RB
2021,Male,White/Caucasian,3.91,3.83,514,RB
2021,Male,Asian,3.77,3.79,509,RB
2021,Male,White/Caucasian,3.65,3.59,498,RB
2021,Male,White/Caucasian,3.36,3.39,509,RB
2021,Female,African American,3.67,3.43,502,RB
2021,Male,Hispanic,2.85,2.95,510,RB
2021,Male,White/Caucasian,3.82,3.63,514,RB
2021,Male,White/Caucasian,3.54,3.29,511,RB
2021,Female,Hispanic,3.14,2.85,500,RB
2021,Male,African American,2.42,2.3,499,RB
2021,Male,Hispanic,3.35,3.36,500,RB
2021,Female,Hispanic,3.3,3.03,512,RB
2021,Male,Asian,3.66,3.49,493,RB
2021,Female,White/Caucasian,3.52,3.17,500,RB
2021,Male,Hispanic,3.51,3.59,502,RB
2021,Female,White/Caucasian,3.51,3.32,503,RB
2021,Female,Asian,3.44,3.39,505,RB
2021,Female,Hispanic,3.19,3.13,491,RB
2021,Female,White/Caucasian,3.6,3.32,498,RB
2021,Male,Hispanic,3.61,3.61,512,RB
2021,Female,Asian,3.69,3.41,500,RB
2021,Male,White/Caucasian,3.77,3.76,511,RB
2021,Male,Hispanic,3.49,3.35,499,RB
2021,Female,Asian,3.8,3.68,495,RB
2021,Male,Asian,3.59,3.41,512,RB
2021,Male,White/Caucasian,3.81,3.8,505,RB
2021,Male,White/Caucasian,3.37,3.25,517,RB
2021,Male,Multiple,3.59,3.39,502,RB
2021,Male,White/Caucasian,3.74,3.71,508,RB
2021,Male,White/Caucasian,3.65,3.66,515,RB
2021,Male,African American,3.4,2.9,498,RB
2021,Female,Asian,3.73,3.61,511,RB
2021,Male,Asian,3.87,3.83,512,RB
2021,Male,Asian,3.37,3.25,508,RB
2021,Male,Unreported,3.52,3.42,511,RB
2021,Male,Unreported,3.51,3.32,511,RB
2021,Male,Asian,3.73,3.7,502,RB
2021,Female,Asian,3.74,3.35,500,RB
2021,Female,African American,3.16,2.65,485,RB
2021,Female,African American,3.59,3.52,502,RB
2021,Female,Hispanic,3.25,3.03,509,RB
2021,Female,Asian,3.66,3.37,507,RB
2021,Male,Unreported,3.65,3.66,511,RB
2021,Female,Asian,3.89,3.87,500,RB
2021,Male,Asian,3.51,3.3,515,RB
2021,Male,Multiple,3.74,3.53,510,RB
2021,Female,Asian,3.67,3.51,510,RB
2021,Female,Hispanic,3.79,3.71,507,RB
2021,Female,Hispanic,2.47,1.97,485,RB
2021,Female,Hispanic,3.66,3.54,501,RB
2021,Female,White/Caucasian,3.44,3.26,499,RB
2021,Male,White/Caucasian,3.37,3.16,523,RB
2021,Male,Asian,3.84,3.71,515,RB
2021,Female,Hispanic,3.63,3.58,486,RB
2021,Female,Hispanic,3.84,3.73,488,RB
2021,Female,Hispanic,3.63,3.45,505,RB
2021,Female,Asian,2.73,2.59,499,RB
2021,Female,Asian,3.56,3.42,509,RB
2021,Female,Asian,3.63,3.35,518,RB
2021,Male,Asian,3.24,3.28,504,RB
2021,Female,Multiple,3.79,3.69,513,RB
2021,Female,White/Caucasian,3.59,3.74,505,RB
2021,Male,Hispanic,3.42,3.4,519,RB
2021,Male,Asian,3.8,3.77,501,RB
2021,Female,Multiple,3.58,3.17,509,RB
2021,Female,Asian,3.85,3.78,504,RB
2021,Female,Asian,3.54,3.16,506,RB
2021,Female,White/Caucasian,3.25,3.14,511,RB
2021,Male,Unreported,3.23,3.3,519,RB
2021,Male,White/Caucasian,3.69,3.5,505,RB
2021,Female,African American,3.17,2.99,499,RB
2021,Female,Multiple,3.56,3.47,503,RB
2021,Male,White/Caucasian,3.54,3.44,513,RB
2021,Male,Asian,3.96,3.95,509,RB
2021,Female,Hispanic,3.56,3.33,504,RB
2021,Female,African American,3.61,3.38,499,RB
2021,Female,White/Caucasian,3.85,3.78,510,RB
2021,Male,White/Caucasian,3.28,3.41,512,RB
2021,Male,White/Caucasian,3.66,3.43,513,RB
2021,Male,African American,3.49,3.53,494,RB
2021,Male,African American,3.55,3.88,496,RB
2021,Female,Asian,3.8,3.69,505,RB
2021,Male,White/Caucasian,3.49,3.14,512,RB
2021,Female,White/Caucasian,3.27,3.12,495,RB
2021,Male,White/Caucasian,3.71,3.67,512,RB
2021,Female,African American,3.64,3.27,505,RB
2021,Male,White/Caucasian,3.5,3.29,506,RB
2021,Female,White/Caucasian,3.43,3.38,511,RB
2021,Male,Hispanic,3.61,3.66,506,RB
2021,Male,Hispanic,2.93,3.27,500,RB
2021,Female,Hispanic,3.49,3.28,507,RB
2021,Male,White/Caucasian,3.54,3.24,517,RB
2021,Male,Hispanic,3.06,2.69,476,RB
2021,Female,African American,3.82,3.69,498,RB
2021,Male,Hispanic,3.08,3.02,498,RB
2021,Female,Hispanic,3.81,3.64,501,RB
2021,Male,Hispanic,3.67,3.71,504,RB
2021,Female,Hispanic,3.85,3.78,509,RB
2021,Female,African American,3.66,3.51,496,RB
2021,Female,Unreported,3.18,2.96,503,RB
2021,Female,African American,3.71,3.55,495,RB
2021,Male,White/Caucasian,3.33,3.46,513,RB
2021,Male,African American,2.83,2.56,504,RB
2021,Male,Asian,3.9,3.85,521,RB
2021,Female,White/Caucasian,4,4,505,RB
2021,Male,Hispanic,2.95,3,509,RB
2021,Female,African American,3.49,3.3,494,RB
2021,Female,White/Caucasian,3.83,3.75,490,RB
2021,Female,African American,2.53,2.47,482,RB
2021,Male,Hispanic,3.52,3.58,495,RB
2021,Male,Asian,3.98,4,506,RB
2021,Female,Asian,3.5,3.19,504,RB
2021,Male,Asian,3.95,3.92,511,RB
2021,Male,White/Caucasian,3.89,3.95,506,RB
2021,Female,Asian,3.4,3.27,506,RB
2021,Male,White/Caucasian,4,4,518,RB
2021,Male,African American,3.49,3.35,503,RB
2021,Female,Hispanic,3.39,3.13,497,RB
2021,Female,African American,3.59,3.48,487,RB
2021,Female,White/Caucasian,3.24,3.03,492,RB
2021,Female,Hispanic,3.57,3.27,503,RB
2021,Male,Asian,3.62,3.48,507,RB
2021,Male,Hispanic,3.98,3.95,509,RB
2021,Male,Multiple,3.71,3.58,506,RB
2021,Male,Hispanic,3.24,3.07,506,RB
2021,Male,Hispanic,3.91,3.85,512,RB
2021,Male,African American,3.61,3.54,508,RB
